PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ACOL01000106:3226-4503 ; contig53:3226-4503(+); OK
ACOL01000197:c(2628-3905) ; contig52:2628-3905(-); OK
ACOL01000618:498-1775 ; contig48:498-1775(+); OK
ACOL01000055:4219-5493 ; contig54:4924-5493(+); error - start (4219/4924)
ACOL01000065:c(11876-13150) ; contig54:12232-13150(-); error - end (11876/12232)
ACOL01000141:c(5700-6974) ; ND ; ND
ACOL01000206:c(1920-3194) ; contig52:1920-3044(-); error - start (3194/3044)
ACOL01000025:6089-7360 ; contig54:6302-7360(+); error - start (6089/6302)
ACOL01000028:c(7223-8494) ; contig54:7223-8494(-); OK
ACOL01000104:726-1997 ; contig53:816-1997(+); error - start (726/816)
ACOL01000615:c(132-1403) ; contig48:132-1403(-); OK
ACOL01000018:c(3743-5011) ; ND ; ND
ACOL01000505:c(1340-2608) ; contig49:1340-2608(-); OK
ACOL01000012:11868-13133 ; contig54:11868-13133(+); OK
ACOL01000046:15629-16894 ; ND ; ND
ACOL01000426:c(637-1902) ; contig50:637-1902(-); OK
ACOL01000002:5112-6374 ; contig54:5112-6374(+); OK
ACOL01000168:4680-5942 ; contig52:4680-5942(+); OK
ACOL01000742:355-1617 ; contig47:355-1617(+); OK
ACOL01000001:19974-21233 ; ND ; ND
ACOL01000019:c(2844-4103) ; contig54:2844-4103(-); OK
ACOL01000191:c(4960-6219) ; contig52:4960-6219(-); OK
ACOL01000023:c(7822-9075) ; contig54:7822-9075(-); OK
ACOL01000060:c(8424-9677) ; contig54:8424-9677(-); OK
ACOL01000166:c(3807-5060) ; contig53:3807-5060(-); OK
ACOL01000006:c(5403-6653) ; contig54:5403-6653(-); OK
ACOL01000054:2207-3451 ; ND ; ND
ACOL01000116:c(4279-5523) ; contig53:4279-5523(-); OK
ACOL01000307:c(638-1882) ; contig51:638-1882(-); OK
ACOL01000687:c(1-1246) ; ND ; ND
ACOL01000018:14875-16116 ; contig54:15118-16116(+); error - start (14875/15118)
ACOL01000264:c(335-1576) ; contig52:335-1576(-); OK
ACOL01000026:46-1284 ; contig54:115-1284(+); error - start (46/115)
ACOL01000209:c(592-1830) ; contig52:592-1830(-); OK
ACOL01000051:6785-8020 ; contig54:6827-8020(+); error - start (6785/6827)
ACOL01000487:c(1195-2430) ; contig49:1195-1941(-); error - start (2430/1941)
ACOL01000027:c(5529-6761) ; contig54:5529-6761(-); OK
ACOL01000204:c(108-1340) ; contig52:108-1340(-); OK
ACOL01000310:1438-2670 ; contig51:1438-2670(+); OK
ACOL01000545:c(526-1758) ; ND ; ND
ACOL01000048:c(2778-4007) ; contig54:2778-3485(-); error - start (4007/3485)
ACOL01000401:23-1252 ; contig50:23-1252(+); OK
ACOL01000001:18140-19366 ; contig54:18140-19366(+); OK
ACOL01000017:16498-17724 ; ND ; ND
ACOL01000034:3110-4336 ; contig54:3110-4336(+); OK
ACOL01000076:7390-8616 ; contig53:7390-8616(+); OK
ACOL01000001:c(5477-6700) ; ND ; ND
ACOL01000059:6412-7635 ; contig54:6412-7635(+); OK
ACOL01000725:c(207-1430) ; contig47:207-1385(-); error - start (1430/1385)
ACOL01000064:7685-8905 ; contig54:7685-8905(+); OK
ACOL01000137:4858-6078 ; contig53:5014-6078(+); error - start (4858/5014)
ACOL01000057:6550-7767 ; ND ; ND
ACOL01000079:c(7659-8876) ; ND ; ND
ACOL01000022:19936-21150 ; contig54:19936-21150(+); OK
ACOL01000184:152-1366 ; ND ; ND
ACOL01000216:4553-5767 ; contig52:4664-5767(+); error - start (4553/4664)
ACOL01000028:11111-12322 ; contig54:11111-12322(+); OK
ACOL01000034:11315-12526 ; contig54:11315-12280(+); error - end (12526/12280)
ACOL01000067:c(8513-9724) ; ND ; ND
ACOL01000119:c(1239-2450) ; contig53:1239-2450(-); OK
ACOL01000049:5174-6382 ; contig54:5174-6382(+); OK
ACOL01000044:4836-6041 ; contig54:4836-6041(+); OK
ACOL01000045:12555-13760 ; contig54:13347-13760(+); error - start (12555/13347)
ACOL01000155:c(4282-5487) ; contig53:4282-5487(-); OK
ACOL01000182:4836-6041 ; contig52:4836-6041(+); OK
ACOL01000130:8147-9349 ; contig53:8147-9349(+); OK
ACOL01000215:c(1255-2457) ; contig52:1255-2457(-); OK
ACOL01000005:33897-35096 ; contig54:33897-35096(+); OK
ACOL01000018:c(8703-9902) ; contig54:8703-9902(-); OK
ACOL01000007:152-1345 ; contig54:152-1345(+); OK
ACOL01000032:16216-17409 ; ND ; ND
ACOL01000050:c(15147-16340) ; contig54:15147-16340(-); OK
ACOL01000008:8967-10157 ; ND ; ND
ACOL01000035:c(16889-18079) ; contig54:16889-18079(-); OK
ACOL01000122:c(6194-7381) ; contig53:6194-7381(-); OK
ACOL01000225:137-1321 ; contig52:137-1321(+); OK
ACOL01000001:c(23492-24673) ; contig54:23492-24673(-); OK
ACOL01000044:12693-13874 ; contig54:12693-13874(+); OK
ACOL01000078:c(9032-10213) ; ND ; ND
ACOL01000152:c(414-1595) ; contig53:414-1595(-); OK
ACOL01000173:6437-7618 ; ND ; ND
ACOL01000200:3734-4915 ; contig52:4052-4915(+); error - start (3734/4052)
ACOL01000025:c(4457-5635) ; contig54:4457-5635(-); OK
ACOL01000047:12785-13963 ; contig54:12785-13963(+); OK
ACOL01000038:3985-5160 ; contig54:3985-5160(+); OK
ACOL01000062:c(9566-10741) ; contig54:9566-10741(-); OK
ACOL01000409:c(2012-3187) ; ND ; ND
ACOL01000003:c(43382-44554) ; contig54:43382-44554(-); OK
ACOL01000004:c(30660-31832) ; contig54:30660-31832(-); OK
ACOL01000018:c(10007-11179) ; contig54:10007-11008(-); error - start (11179/11008)
ACOL01000100:c(8330-9502) ; contig53:8330-9502(-); OK
ACOL01000299:c(2720-3892) ; ND ; ND
ACOL01000002:c(43981-45150) ; contig54:43981-45150(-); OK
ACOL01000044:c(7453-8622) ; contig54:7453-8622(-); OK
ACOL01000048:c(7687-8853) ; contig54:7687-8853(-); OK
ACOL01000243:c(152-1318) ; contig52:152-1294(-); error - start (1318/1294)
ACOL01000045:13883-15046 ; contig54:13883-15046(+); OK
ACOL01000272:c(3426-4589) ; contig51:3426-4589(-); OK
ACOL01000005:17917-19077 ; contig54:17917-19077(+); OK
ACOL01000236:4524-5684 ; ND ; ND
ACOL01000001:c(3256-4413) ; contig54:3256-4398(-); error - start (4413/4398)
ACOL01000035:10197-11354 ; contig54:10197-11354(+); OK
ACOL01000036:c(9410-10567) ; contig54:9410-9955(-); error - start (10567/9955)
ACOL01000037:3357-4514 ; contig54:3357-4514(+); OK
ACOL01000106:c(1878-3035) ; contig53:1878-3035(-); OK
ACOL01000287:c(204-1361) ; contig51:204-1361(-); OK
ACOL01000008:14451-15605 ; contig54:14451-15605(+); OK
ACOL01000059:7773-8927 ; contig54:7773-8927(+); OK
ACOL01000118:8893-10047 ; ND ; ND
ACOL01000123:c(666-1820) ; ND ; ND
ACOL01000403:1644-2798 ; ND ; ND
ACOL01000105:c(739-1890) ; contig53:739-1890(-); OK
ACOL01000107:c(2532-3683) ; ND ; ND
ACOL01000134:c(7754-8905) ; contig53:7754-8905(-); OK
ACOL01000522:255-1406 ; contig49:426-1406(+); error - start (255/426)
ACOL01000051:15137-16285 ; ND ; ND
ACOL01000153:6896-8044 ; contig53:6896-8044(+); OK
ACOL01000183:c(5157-6305) ; ND ; ND
ACOL01000015:c(19666-20811) ; contig54:19666-20811(-); OK
ACOL01000031:6579-7724 ; contig54:6579-7724(+); OK
ACOL01000059:10246-11391 ; contig54:10246-11391(+); OK
ACOL01000307:3430-4575 ; contig51:3430-4575(+); OK
ACOL01000015:c(21881-23023) ; ND ; ND
ACOL01000028:5659-6801 ; contig54:5659-6801(+); OK
ACOL01000050:9762-10904 ; contig54:9762-10904(+); OK
ACOL01000049:c(15328-16467) ; contig54:15328-16467(-); OK
ACOL01000077:4403-5542 ; contig53:4403-5542(+); OK
ACOL01000149:1873-3012 ; contig53:1873-3012(+); OK
ACOL01000299:c(1387-2526) ; contig51:1387-2475(-); error - start (2526/2475)
ACOL01000097:c(141-1277) ; contig53:141-1277(-); OK
ACOL01000121:8633-9769 ; ND ; ND
ACOL01000017:c(8511-9644) ; contig54:8511-9644(-); OK
ACOL01000099:9547-10680 ; ND ; ND
ACOL01000159:c(6191-7324) ; contig53:6191-7324(-); OK
ACOL01000159:4988-6118 ; contig53:4988-6118(+); OK
ACOL01000039:c(5317-6444) ; ND ; ND
ACOL01000222:3497-4624 ; contig52:3497-4624(+); OK
ACOL01000057:10776-11900 ; contig54:10776-11900(+); OK
ACOL01000020:c(20871-21992) ; contig54:20871-21992(-); OK
ACOL01000026:6602-7723 ; contig54:6602-7723(+); OK
ACOL01000035:c(11966-13084) ; contig54:11966-13084(-); OK
ACOL01000078:103-1218 ; ND ; ND
ACOL01000658:564-1676 ; contig48:564-1676(+); OK
ACOL01000014:24767-25876 ; contig54:24767-25876(+); OK
ACOL01000044:3068-4177 ; contig54:3068-4177(+); OK
ACOL01000026:c(18426-19532) ; contig54:18426-19532(-); OK
ACOL01000180:3441-4547 ; contig52:3441-4547(+); OK
ACOL01000642:263-1369 ; contig48:263-1369(+); OK
ACOL01000025:c(17687-18790) ; contig54:17687-18790(-); OK
ACOL01000049:c(3426-4529) ; contig54:3426-4529(-); OK
ACOL01000175:c(2981-4084) ; contig52:2981-4084(-); OK
ACOL01000002:50438-51538 ; contig54:50657-51538(+); error - start (50438/50657)
ACOL01000043:12613-13713 ; contig54:12613-13713(+); OK
ACOL01000440:c(1129-2229) ; ND ; ND
ACOL01000142:c(1036-2133) ; ND ; ND
ACOL01000051:4805-5899 ; contig54:4805-5899(+); OK
ACOL01000101:225-1319 ; contig53:225-1319(+); OK
ACOL01000026:c(16578-17669) ; ND ; ND
ACOL01000109:3539-4630 ; contig53:3539-4630(+); OK
ACOL01000007:19637-20725 ; contig54:19637-20725(+); OK
ACOL01000068:c(6341-7429) ; contig53:6341-7429(-); OK
ACOL01000141:c(1900-2988) ; contig53:1900-2988(-); OK
ACOL01000152:c(5226-6314) ; contig53:5226-6314(-); OK
ACOL01000277:1267-2355 ; contig51:1885-2355(+); error - start (1267/1885)
ACOL01000284:107-1195 ; contig51:107-1195(+); OK
ACOL01000069:7454-8533 ; contig53:7454-8533(+); OK
ACOL01000222:c(299-1378) ; contig52:299-1294(-); error - start (1378/1294)
ACOL01000009:c(25467-26540) ; contig54:25467-26540(-); OK
ACOL01000017:117-1190 ; contig54:117-1190(+); OK
ACOL01000001:22238-23308 ; contig54:22238-23308(+); OK
ACOL01000437:750-1820 ; contig50:750-1820(+); OK
ACOL01000355:2320-3387 ; contig51:2320-3387(+); OK
ACOL01000012:c(1252-2313) ; contig54:1252-2208(-); error - start (2313/2208)
ACOL01000023:5973-7034 ; contig54:5973-7034(+); OK
ACOL01000066:12781-13842 ; contig54:12781-13842(+); OK
ACOL01000316:2014-3075 ; contig51:2224-3075(+); error - start (2014/2224)
ACOL01000645:281-1342 ; contig48:281-1342(+); OK
ACOL01000034:c(12523-13581) ; contig54:12523-13581(-); OK
ACOL01000112:c(1869-2927) ; contig53:1869-2927(-); OK
ACOL01000116:c(36-1094) ; ND ; ND
ACOL01000153:c(247-1305) ; contig53:247-1305(-); OK
ACOL01000643:c(221-1276) ; contig48:221-1276(-); OK
ACOL01000344:1141-2193 ; contig51:1141-2193(+); OK
ACOL01000431:c(1659-2711) ; contig50:1659-2579(-); error - start (2711/2579)
ACOL01000071:c(7950-8993) ; ND ; ND
ACOL01000128:5406-6449 ; contig53:5406-6449(+); OK
ACOL01000015:4021-5061 ; contig54:4021-5061(+); OK
ACOL01000082:c(5897-6937) ; contig53:5897-6937(-); OK
ACOL01000108:3481-4521 ; ND ; ND
ACOL01000002:c(45453-46490) ; contig54:45453-46490(-); OK
ACOL01000007:1452-2489 ; ND ; ND
ACOL01000009:c(13345-14382) ; contig54:13345-14382(-); OK
ACOL01000114:c(9191-10228) ; contig53:9191-9610(-); error - start (10228/9610)
ACOL01000295:c(3724-4761) ; contig51:3724-4761(-); OK
ACOL01000005:32237-33271 ; contig54:32237-33271(+); OK
ACOL01000291:3418-4452 ; contig51:3418-4452(+); OK
ACOL01000009:c(27077-28108) ; contig54:27077-28069(-); error - start (28108/28069)
ACOL01000019:5396-6427 ; contig54:5396-6427(+); OK
ACOL01000839:c(273-1304) ; ND ; ND
ACOL01000013:c(12604-13632) ; contig54:12604-13632(-); OK
ACOL01000032:c(7581-8606) ; contig54:7581-8606(-); OK
ACOL01000438:353-1375 ; contig50:419-1375(+); error - start (353/419)
ACOL01000016:c(6684-7703) ; contig54:6684-7703(-); OK
ACOL01000037:c(13776-14795) ; contig54:13776-14768(-); error - start (14795/14768)
ACOL01000128:c(1160-2179) ; contig53:1160-2179(-); OK
ACOL01000726:c(26-1045) ; contig47:26-607(-); error - start (1045/607)
ACOL01000004:c(16744-17760) ; contig54:16744-17760(-); OK
ACOL01000037:6793-7809 ; contig54:6793-7809(+); OK
ACOL01000070:10052-11068 ; ND ; ND
ACOL01000128:c(3954-4970) ; contig53:3954-4970(-); OK
ACOL01000260:278-1294 ; contig52:476-1294(+); error - start (278/476)
ACOL01000047:c(10818-11831) ; contig54:10818-11831(-); OK
ACOL01000068:c(1518-2531) ; contig53:1518-2531(-); OK
ACOL01000126:118-1131 ; contig53:118-1131(+); OK
ACOL01000187:2005-3018 ; contig52:2005-3018(+); OK
ACOL01000291:c(1-1015) ; ND ; ND
ACOL01000458:c(435-1448) ; ND ; ND
ACOL01000026:8276-9286 ; contig54:8276-9286(+); OK
ACOL01000045:10117-11127 ; contig54:10117-11127(+); OK
ACOL01000262:928-1938 ; contig52:928-1938(+); OK
ACOL01000001:c(323-1330) ; contig54:323-1330(-); OK
ACOL01000003:20175-21179 ; contig54:20277-21179(+); error - start (20175/20277)
ACOL01000010:16449-17453 ; contig54:16449-17453(+); OK
ACOL01000046:14109-15113 ; contig54:14109-15113(+); OK
ACOL01000058:7480-8481 ; contig54:7480-8481(+); OK
ACOL01000021:4506-5504 ; contig54:4506-5504(+); OK
ACOL01000058:c(9936-10934) ; contig54:9936-10934(-); OK
ACOL01000168:5988-6986 ; contig52:5988-6986(+); OK
ACOL01000030:15967-16962 ; ND ; ND
ACOL01000072:686-1681 ; contig53:686-1681(+); OK
ACOL01000040:c(11285-12277) ; contig54:11285-12277(-); OK
ACOL01000059:460-1452 ; ND ; ND
ACOL01000001:c(57009-57998) ; contig54:57009-57998(-); OK
ACOL01000004:23774-24763 ; contig54:23774-24763(+); OK
ACOL01000006:4258-5247 ; contig54:4258-5247(+); OK
ACOL01000055:c(12839-13828) ; contig54:12839-13828(-); OK
ACOL01000026:c(14286-15272) ; contig54:14286-15272(-); OK
ACOL01000139:7541-8527 ; ND ; ND
ACOL01000381:1910-2896 ; contig50:2039-2896(+); error - start (1910/2039)
ACOL01000484:c(1568-2554) ; contig49:1568-2554(-); OK
ACOL01000019:c(13874-14857) ; contig54:13874-14857(-); OK
ACOL01000159:2238-3221 ; contig53:2286-3221(+); error - start (2238/2286)
ACOL01000169:1600-2583 ; contig52:1600-2583(+); OK
ACOL01000182:c(3782-4765) ; contig52:3782-4765(-); OK
ACOL01000236:c(193-1176) ; contig52:193-1176(-); OK
ACOL01000590:961-1944 ; ND ; ND
ACOL01000003:c(41530-42510) ; ND ; ND
ACOL01000068:c(7601-8581) ; contig53:7601-8581(-); OK
ACOL01000081:c(123-1103) ; contig53:123-1103(-); OK
ACOL01000126:c(1945-2925) ; contig53:1945-2925(-); OK
ACOL01000133:c(7996-8976) ; ND ; ND
ACOL01000005:c(23523-24500) ; ND ; ND
ACOL01000017:c(21347-22324) ; contig54:21347-21883(-); error - start (22324/21883)
ACOL01000025:c(1519-2496) ; contig54:1519-2496(-); OK
ACOL01000034:c(974-1951) ; contig54:974-1951(-); OK
ACOL01000065:c(768-1745) ; contig54:768-1745(-); OK
ACOL01000225:c(2226-3203) ; contig52:2226-3203(-); OK
ACOL01000001:11953-12927 ; ND ; ND
ACOL01000043:c(9509-10483) ; contig54:9509-10483(-); OK
ACOL01000095:c(5170-6144) ; contig53:5170-6126(-); error - start (6144/6126)
ACOL01000869:c(26-1000) ; contig45:26-1000(-); OK
ACOL01000012:c(20288-21259) ; ND ; ND
ACOL01000186:2770-3741 ; ND ; ND
ACOL01000879:170-1141 ; contig45:170-1141(+); OK
ACOL01000066:c(6491-7459) ; ND ; ND
ACOL01000203:246-1214 ; ND ; ND
ACOL01000068:5230-6195 ; contig53:5230-6195(+); OK
ACOL01000010:18470-19432 ; contig54:18470-19432(+); OK
ACOL01000188:5781-6743 ; ND ; ND
ACOL01000004:c(25953-26912) ; contig54:25953-26912(-); OK
ACOL01000020:c(9394-10353) ; contig54:9394-10353(-); OK
ACOL01000040:c(13150-14109) ; contig54:13150-14109(-); OK
ACOL01000054:c(4175-5134) ; contig54:4175-5134(-); OK
ACOL01000316:888-1847 ; contig51:888-1847(+); OK
ACOL01000478:c(1458-2417) ; contig49:1458-2381(-); error - start (2417/2381)
ACOL01000866:97-1056 ; ND ; ND
ACOL01000031:10267-11223 ; ND ; ND
ACOL01000051:9580-10536 ; contig54:9580-10536(+); OK
ACOL01000667:c(792-1748) ; contig47:792-1535(-); error - start (1748/1535)
ACOL01000015:c(23458-24411) ; ND ; ND
ACOL01000048:c(10643-11596) ; contig54:10643-11596(-); OK
ACOL01000089:c(10539-11492) ; contig53:10539-11492(-); OK
ACOL01000113:8724-9677 ; contig53:8724-9677(+); OK
ACOL01000137:7732-8685 ; contig53:7732-8685(+); OK
ACOL01000169:c(518-1471) ; ND ; ND
ACOL01000012:21809-22759 ; ND ; ND
ACOL01000031:c(17263-18213) ; ND ; ND
ACOL01000040:3584-4534 ; ND ; ND
ACOL01000163:1288-2238 ; contig53:1288-2238(+); OK
ACOL01000183:1833-2783 ; contig52:1971-2783(+); error - start (1833/1971)
ACOL01000724:16-966 ; contig47:16-966(+); OK
ACOL01000041:c(3218-4165) ; contig54:3218-4135(-); error - start (4165/4135)
ACOL01000155:c(91-1038) ; ND ; ND
ACOL01000038:c(14178-15122) ; contig54:14178-15122(-); OK
ACOL01000053:8315-9259 ; contig54:8315-9259(+); OK
ACOL01000003:c(34032-34973) ; contig54:34032-34973(-); OK
ACOL01000016:c(23464-24405) ; ND ; ND
ACOL01000111:c(2510-3451) ; contig53:2510-3451(-); OK
ACOL01000016:12058-12996 ; contig54:12058-12996(+); OK
ACOL01000044:13950-14888 ; ND ; ND
ACOL01000066:3634-4572 ; contig54:3634-4572(+); OK
ACOL01000009:c(18586-19521) ; contig54:18586-19542(-); error - start (19521/19542)
ACOL01000016:20291-21226 ; contig54:20291-21226(+); OK
ACOL01000030:c(18546-19481) ; ND ; ND
ACOL01000046:c(7281-8216) ; ND ; ND
ACOL01000109:c(9398-10333) ; contig53:9398-10333(-); OK
ACOL01000121:321-1256 ; contig53:321-1256(+); OK
ACOL01000058:6494-7426 ; ND ; ND
ACOL01000080:c(6938-7870) ; contig53:6938-7870(-); OK
ACOL01000082:7139-8071 ; contig53:7139-8071(+); OK
ACOL01000012:c(13889-14818) ; contig54:13889-14818(-); OK
ACOL01000015:18540-19466 ; contig54:18540-19466(+); OK
ACOL01000030:c(3242-4168) ; contig54:3242-3568(-); error - start (4168/3568)
ACOL01000174:1034-1960 ; contig52:1034-1960(+); OK
ACOL01000350:1977-2903 ; ND ; ND
ACOL01000040:c(6233-7156) ; contig54:6233-7171(-); error - start (7156/7171)
ACOL01000211:c(5345-6268) ; contig52:5345-6268(-); OK
ACOL01000002:c(9111-10031) ; contig54:9111-10031(-); OK
ACOL01000025:c(2830-3750) ; contig54:2830-3444(-); error - start (3750/3444)
ACOL01000047:6779-7699 ; contig54:6779-7699(+); OK
ACOL01000082:c(10594-11514) ; ND ; ND
ACOL01000056:14804-15721 ; contig54:14804-15721(+); OK
ACOL01000058:c(5371-6288) ; ND ; ND
ACOL01000069:3877-4794 ; contig53:3877-4794(+); OK
ACOL01000029:4419-5333 ; ND ; ND
ACOL01000031:1855-2769 ; ND ; ND
ACOL01000163:c(35-949) ; contig53:35-706(-); error - start (949/706)
ACOL01000426:2230-3144 ; ND ; ND
ACOL01000550:1359-2273 ; ND ; ND
ACOL01000054:8294-9205 ; ND ; ND
ACOL01000766:c(452-1363) ; contig47:452-1363(-); OK
ACOL01000036:c(3624-4532) ; contig54:3624-4532(-); OK
ACOL01000091:c(10465-11373) ; ND ; ND
ACOL01000100:c(9791-10699) ; contig53:9791-10699(-); OK
ACOL01000108:196-1104 ; contig53:196-1104(+); OK
ACOL01000128:8196-9104 ; contig53:8241-9104(+); error - start (8196/8241)
ACOL01000474:c(72-980) ; contig49:72-980(-); OK
ACOL01000012:c(25486-26391) ; contig54:25486-26391(-); OK
ACOL01000022:13517-14422 ; contig54:13517-14422(+); OK
ACOL01000031:4481-5386 ; contig54:4481-5386(+); OK
ACOL01000080:8735-9640 ; contig53:8735-9640(+); OK
ACOL01000348:2008-2913 ; contig51:2008-2913(+); OK
ACOL01000019:12567-13469 ; ND ; ND
ACOL01000026:c(10290-11192) ; ND ; ND
ACOL01000035:14183-15085 ; contig54:14183-15085(+); OK
ACOL01000049:14370-15272 ; contig54:14370-15272(+); OK
ACOL01000214:509-1411 ; contig52:509-1411(+); OK
ACOL01000034:13968-14867 ; contig54:14583-14867(+); error - start (13968/14583)
ACOL01000044:15960-16859 ; contig54:16350-16859(+); error - start (15960/16350)
ACOL01000085:1191-2087 ; contig53:1638-2087(+); error - start (1191/1638)
ACOL01000162:c(6701-7597) ; contig53:6701-7597(-); OK
ACOL01000771:c(406-1302) ; contig46:406-1302(-); OK
ACOL01000003:18727-19620 ; contig54:18733-19620(+); error - start (18727/18733)
ACOL01000032:c(12029-12922) ; contig54:12029-12922(-); OK
ACOL01000061:4890-5783 ; ND ; ND
ACOL01000761:486-1379 ; contig47:486-1379(+); OK
ACOL01000008:c(3924-4814) ; contig54:3924-4814(-); OK
ACOL01000014:510-1400 ; ND ; ND
ACOL01000021:c(13086-13976) ; contig54:13086-13976(-); OK
ACOL01000034:c(4400-5290) ; contig54:4400-5290(-); OK
ACOL01000081:4058-4948 ; contig53:4058-4948(+); OK
ACOL01000189:c(3280-4170) ; contig52:3280-4170(-); OK
ACOL01000248:c(2879-3769) ; contig52:2879-3769(-); OK
ACOL01000011:c(20822-21709) ; contig54:20822-21418(-); error - start (21709/21418)
ACOL01000058:9034-9921 ; ND ; ND
ACOL01000108:9466-10353 ; contig53:9466-10353(+); OK
ACOL01000134:406-1293 ; contig53:406-1293(+); OK
ACOL01000144:c(477-1364) ; ND ; ND
ACOL01000192:3506-4393 ; contig52:3506-4393(+); OK
ACOL01000206:5590-6477 ; contig52:5590-6477(+); OK
ACOL01000017:20194-21078 ; contig54:20194-21078(+); OK
ACOL01000293:c(2639-3523) ; contig51:2639-3523(-); OK
ACOL01000011:13881-14762 ; contig54:13881-14762(+); OK
ACOL01000012:c(2878-3759) ; contig54:2878-3759(-); OK
ACOL01000049:c(11181-12062) ; contig54:11181-12062(-); OK
ACOL01000079:4513-5394 ; contig53:4513-5394(+); OK
ACOL01000086:83-964 ; contig53:83-964(+); OK
ACOL01000284:c(1435-2316) ; ND ; ND
ACOL01000289:2461-3342 ; ND ; ND
ACOL01000351:c(2902-3783) ; contig51:2902-3699(-); error - start (3783/3699)
ACOL01000002:c(37527-38405) ; contig54:37527-38387(-); error - start (38405/38387)
ACOL01000046:351-1226 ; ND ; ND
ACOL01000472:c(946-1821) ; contig49:946-1821(-); OK
ACOL01000081:8517-9389 ; contig53:8727-9389(+); error - start (8517/8727)
ACOL01000075:6959-7828 ; contig53:6959-7828(+); OK
ACOL01000161:c(5566-6435) ; contig53:6042-6435(-); error - end (5566/6042)
ACOL01000043:c(2675-3541) ; contig54:2675-3541(-); OK
ACOL01000045:663-1529 ; ND ; ND
ACOL01000076:c(4248-5114) ; ND ; ND
ACOL01000244:4767-5633 ; contig52:4767-5633(+); OK
ACOL01000003:c(31361-32224) ; ND ; ND
ACOL01000032:17869-18732 ; contig54:17869-18732(+); OK
ACOL01000055:8568-9431 ; ND ; ND
ACOL01000114:6562-7425 ; contig53:6562-7425(+); OK
ACOL01000126:7124-7987 ; contig53:7124-7987(+); OK
ACOL01000162:c(2537-3400) ; contig53:2537-3400(-); OK
ACOL01000198:919-1782 ; ND ; ND
ACOL01000214:c(2914-3777) ; contig52:2914-3738(-); error - start (3777/3738)
ACOL01000266:72-935 ; contig52:165-935(+); error - start (72/165)
ACOL01000002:c(33596-34456) ; contig54:33596-34456(-); OK
ACOL01000046:2527-3387 ; ND ; ND
ACOL01000106:7341-8201 ; ND ; ND
ACOL01000201:2761-3621 ; ND ; ND
ACOL01000245:c(180-1040) ; contig52:180-1025(-); error - start (1040/1025)
ACOL01000248:c(1891-2748) ; contig52:1891-2748(-); OK
ACOL01000277:c(3948-4805) ; contig51:3948-4805(-); OK
ACOL01000356:c(2636-3493) ; contig51:2636-3478(-); error - start (3493/3478)
ACOL01000022:c(226-1080) ; contig54:226-1080(-); OK
ACOL01000030:c(12805-13659) ; ND ; ND
ACOL01000046:c(1629-2483) ; ND ; ND
ACOL01000122:c(7618-8472) ; contig53:7618-8463(-); error - start (8472/8463)
ACOL01000185:4204-5058 ; ND ; ND
ACOL01000021:14958-15809 ; contig54:15033-15809(+); error - start (14958/15033)
ACOL01000043:c(11162-12013) ; ND ; ND
ACOL01000122:516-1367 ; ND ; ND
ACOL01000142:5281-6132 ; contig53:5281-6132(+); OK
ACOL01000154:c(299-1150) ; contig53:299-1150(-); OK
ACOL01000027:12942-13790 ; ND ; ND
ACOL01000042:3581-4429 ; contig54:3581-4429(+); OK
ACOL01000481:1587-2435 ; contig49:1587-2435(+); OK
ACOL01001103:204-1052 ; contig43:294-1052(+); error - start (204/294)
ACOL01000025:15385-16230 ; ND ; ND
ACOL01000031:c(13444-14289) ; contig54:13444-14289(-); OK
ACOL01000061:14217-15062 ; contig54:14505-15062(+); error - start (14217/14505)
ACOL01001045:c(269-1114) ; contig44:269-1114(-); OK
ACOL01000045:c(7651-8493) ; contig54:7651-8493(-); OK
ACOL01000586:c(739-1581) ; contig48:739-1485(-); error - start (1581/1485)
ACOL01000003:c(26834-27673) ; contig54:26834-27673(-); OK
ACOL01000131:4221-5060 ; ND ; ND
ACOL01000511:1442-2281 ; ND ; ND
ACOL01000003:c(23213-24049) ; contig54:23213-23905(-); error - start (24049/23905)
ACOL01000065:8985-9821 ; contig54:8985-9821(+); OK
ACOL01000022:c(17953-18786) ; ND ; ND
ACOL01000048:c(4308-5138) ; contig54:4308-5138(-); OK
ACOL01000003:24094-24921 ; contig54:24094-24921(+); OK
ACOL01000040:2071-2898 ; contig54:2077-2898(+); error - start (2071/2077)
ACOL01000085:341-1168 ; contig53:527-1168(+); error - start (341/527)
ACOL01000152:6368-7195 ; contig53:6368-7195(+); OK
ACOL01000263:c(4465-5292) ; contig52:4465-5292(-); OK
ACOL01000277:c(2401-3228) ; contig51:2401-3228(-); OK
ACOL01000354:2469-3296 ; ND ; ND
ACOL01000220:3905-4729 ; ND ; ND
ACOL01000003:c(12967-13788) ; contig54:12967-13788(-); OK
ACOL01000039:c(2931-3752) ; contig54:2931-3620(-); error - start (3752/3620)
ACOL01000105:c(3994-4815) ; ND ; ND
ACOL01000192:c(1721-2542) ; ND ; ND
ACOL01000535:972-1793 ; ND ; ND
ACOL01000998:c(91-912) ; contig44:91-882(-); error - start (912/882)
ACOL01000064:1845-2663 ; contig54:2244-2663(+); error - start (1845/2244)
ACOL01000220:c(5048-5866) ; ND ; ND
ACOL01000034:16025-16840 ; contig54:16025-16840(+); OK
