PROTEOME ; PRODIGAL ; ERROR PRODIGAL
ACOL01000030:15967-16962 ; ACOL01000030BRL01_0000:15967-16962(+); OK
ACOL01000072:686-1681 ; ACOL01000072BRL01_0000:686-1681(+); OK
ACOL01000040:c(11285-12277) ; ACOL01000040BRL01_0000:11285-12277(-); OK
ACOL01000059:460-1452 ; ACOL01000059BRL01_0000:460-1452(+); OK
ACOL01000001:c(57009-57998) ; ACOL01000001BRL01_0000:57009-57998(-); OK
ACOL01000004:23774-24763 ; ACOL01000004BRL01_0000:23774-24763(+); OK
ACOL01000006:4258-5247 ; ACOL01000006BRL01_0000:4258-5247(+); OK
ACOL01000055:c(12839-13828) ; ACOL01000055BRL01_0000:12839-13828(-); OK
ACOL01000026:c(14286-15272) ; ACOL01000026BRL01_0000:14286-15272(-); OK
ACOL01000139:7541-8527 ; ACOL01000139BRL01_0001:7541-8527(+); OK
ACOL01000381:1910-2896 ; ACOL01000381BRL01_0003:1910-2896(+); OK
ACOL01000484:c(1568-2554) ; ACOL01000484BRL01_0004:1568-2719(-); error - start (2554/2719)
ACOL01000019:c(13874-14857) ; ACOL01000019BRL01_0000:13874-14857(-); OK
ACOL01000159:2238-3221 ; ACOL01000159BRL01_0001:2238-3221(+); OK
ACOL01000169:1600-2583 ; ACOL01000169BRL01_0001:1600-2583(+); OK
ACOL01000182:c(3782-4765) ; ACOL01000182BRL01_0001:3782-4765(-); OK
ACOL01000236:c(193-1176) ; ACOL01000236BRL01_0002:193-1176(-); OK
ACOL01000590:961-1944 ; ACOL01000590BRL01_0005:961-1944(+); OK
ACOL01000003:c(41530-42510) ; ACOL01000003BRL01_0000:41530-42510(-); OK
ACOL01000068:c(7601-8581) ; ACOL01000068BRL01_0000:7601-8557(-); error - start (8581/8557)
ACOL01000081:c(123-1103) ; ACOL01000081BRL01_0000:123-1103(-); OK
ACOL01000126:c(1945-2925) ; ACOL01000126BRL01_0001:1945-2985(-); error - start (2925/2985)
ACOL01000133:c(7996-8976) ; ACOL01000133BRL01_0001:7996-8976(-); OK
ACOL01000005:c(23523-24500) ; ACOL01000005BRL01_0000:23523-24500(-); OK
ACOL01000017:c(21347-22324) ; ACOL01000017BRL01_0000:21347-22324(-); OK
ACOL01000025:c(1519-2496) ; ACOL01000025BRL01_0000:1519-2496(-); OK
ACOL01000034:c(974-1951) ; ACOL01000034BRL01_0000:974-1951(-); OK
ACOL01000065:c(768-1745) ; ACOL01000065BRL01_0000:768-1745(-); OK
ACOL01000225:c(2226-3203) ; ACOL01000225BRL01_0002:2226-3203(-); OK
ACOL01000001:11953-12927 ; ACOL01000001BRL01_0000:11953-12927(+); OK
ACOL01000043:c(9509-10483) ; ACOL01000043BRL01_0000:9509-10483(-); OK
ACOL01000095:c(5170-6144) ; ACOL01000095BRL01_0000:5170-6144(-); OK
ACOL01000869:c(26-1000) ; ACOL01000869BRL01_0008:26-1000(-); OK
ACOL01000012:c(20288-21259) ; ACOL01000012BRL01_0000:20288-21259(-); OK
ACOL01000186:2770-3741 ; ACOL01000186BRL01_0001:2770-3741(+); OK
ACOL01000879:170-1141 ; ACOL01000879BRL01_0008:170-1141(+); OK
ACOL01000066:c(6491-7459) ; ACOL01000066BRL01_0000:6491-7459(-); OK
ACOL01000203:246-1214 ; ACOL01000203BRL01_0002:339-1214(+); error - start (246/339)
ACOL01000068:5230-6195 ; ACOL01000068BRL01_0000:5230-6195(+); OK
ACOL01000010:18470-19432 ; ACOL01000010BRL01_0000:18446-19432(+); error - start (18470/18446)
ACOL01000188:5781-6743 ; ACOL01000188BRL01_0001:5781-6743(+); OK
ACOL01000004:c(25953-26912) ; ACOL01000004BRL01_0000:25953-26912(-); OK
ACOL01000020:c(9394-10353) ; ACOL01000020BRL01_0000:9394-10353(-); OK
ACOL01000040:c(13150-14109) ; ACOL01000040BRL01_0000:13150-14109(-); OK
ACOL01000054:c(4175-5134) ; ACOL01000054BRL01_0000:4175-5215(-); error - start (5134/5215)
ACOL01000316:888-1847 ; ACOL01000316BRL01_0003:888-1847(+); OK
ACOL01000478:c(1458-2417) ; ACOL01000478BRL01_0004:1458-2417(-); OK
ACOL01000866:97-1056 ; ACOL01000866BRL01_0008:1-1056(+); error - start (97/1)
ACOL01000031:10267-11223 ; ACOL01000031BRL01_0000:10267-11223(+); OK
ACOL01000051:9580-10536 ; ACOL01000051BRL01_0000:9580-10536(+); OK
ACOL01000667:c(792-1748) ; ACOL01000667BRL01_0006:792-1535(-); error - start (1748/1535)
ACOL01000015:c(23458-24411) ; ACOL01000015BRL01_0000:23458-24411(-); OK
ACOL01000048:c(10643-11596) ; ACOL01000048BRL01_0000:10643-11596(-); OK
ACOL01000089:c(10539-11492) ; ACOL01000089BRL01_0000:10539-11492(-); OK
ACOL01000113:8724-9677 ; ACOL01000113BRL01_0001:8724-9677(+); OK
ACOL01000137:7732-8685 ; ACOL01000137BRL01_0001:7732-8685(+); OK
ACOL01000169:c(518-1471) ; ACOL01000169BRL01_0001:518-1471(-); OK
ACOL01000012:21809-22759 ; ACOL01000012BRL01_0000:21809-22759(+); OK
ACOL01000031:c(17263-18213) ; ACOL01000031BRL01_0000:17263-18213(-); OK
ACOL01000040:3584-4534 ; ACOL01000040BRL01_0000:3584-4534(+); OK
ACOL01000163:1288-2238 ; ACOL01000163BRL01_0001:1288-2238(+); OK
ACOL01000183:1833-2783 ; ACOL01000183BRL01_0001:1833-2783(+); OK
ACOL01000724:16-966 ; ACOL01000724BRL01_0007:1-966(+); error - start (16/1)
ACOL01000041:c(3218-4165) ; ACOL01000041BRL01_0000:3218-4120(-); error - start (4165/4120)
ACOL01000155:c(91-1038) ; ACOL01000155BRL01_0001:91-1038(-); OK
ACOL01000038:c(14178-15122) ; ACOL01000038BRL01_0000:14178-15122(-); OK
ACOL01000053:8315-9259 ; ACOL01000053BRL01_0000:8315-9259(+); OK
ACOL01000003:c(34032-34973) ; ACOL01000003BRL01_0000:34032-34973(-); OK
ACOL01000016:c(23464-24405) ; ACOL01000016BRL01_0000:23464-24405(-); OK
ACOL01000111:c(2510-3451) ; ACOL01000111BRL01_0001:2510-3451(-); OK
ACOL01000016:12058-12996 ; ACOL01000016BRL01_0000:12058-12996(+); OK
ACOL01000044:13950-14888 ; ACOL01000044BRL01_0000:13950-14888(+); OK
ACOL01000066:3634-4572 ; ACOL01000066BRL01_0000:3562-4572(+); error - start (3634/3562)
ACOL01000009:c(18586-19521) ; ACOL01000009BRL01_0000:18586-19542(-); error - start (19521/19542)
ACOL01000016:20291-21226 ; ACOL01000016BRL01_0000:20291-21226(+); OK
ACOL01000030:c(18546-19481) ; ACOL01000030BRL01_0000:18546-19574(-); error - start (19481/19574)
ACOL01000046:c(7281-8216) ; ACOL01000046BRL01_0000:7281-8216(-); OK
ACOL01000109:c(9398-10333) ; ACOL01000109BRL01_0001:9398-10333(-); OK
ACOL01000121:321-1256 ; ACOL01000121BRL01_0001:321-1256(+); OK
ACOL01000058:6494-7426 ; ACOL01000058BRL01_0000:6494-7426(+); OK
ACOL01000080:c(6938-7870) ; ACOL01000080BRL01_0000:6938-7870(-); OK
ACOL01000082:7139-8071 ; ACOL01000082BRL01_0000:7139-8071(+); OK
ACOL01000012:c(13889-14818) ; ACOL01000012BRL01_0000:13889-14818(-); OK
ACOL01000015:18540-19466 ; ACOL01000015BRL01_0000:18540-19466(+); OK
ACOL01000030:c(3242-4168) ; ACOL01000030BRL01_0000:3242-4108(-); error - start (4168/4108)
ACOL01000174:1034-1960 ; ACOL01000174BRL01_0001:1034-1960(+); OK
ACOL01000350:1977-2903 ; ACOL01000350BRL01_0003:1977-2903(+); OK
ACOL01000040:c(6233-7156) ; ACOL01000040BRL01_0000:6233-7156(-); OK
ACOL01000211:c(5345-6268) ; ACOL01000211BRL01_0002:5345-6304(-); error - start (6268/6304)
ACOL01000002:c(9111-10031) ; ACOL01000002BRL01_0000:9111-10031(-); OK
ACOL01000025:c(2830-3750) ; ACOL01000025BRL01_0000:2830-3750(-); OK
ACOL01000047:6779-7699 ; ACOL01000047BRL01_0000:6779-7699(+); OK
ACOL01000082:c(10594-11514) ; ACOL01000082BRL01_0000:10594-11514(-); OK
ACOL01000056:14804-15721 ; ACOL01000056BRL01_0000:14804-15721(+); OK
ACOL01000058:c(5371-6288) ; ACOL01000058BRL01_0000:5371-6288(-); OK
ACOL01000069:3877-4794 ; ACOL01000069BRL01_0000:3877-4794(+); OK
ACOL01000029:4419-5333 ; ACOL01000029BRL01_0000:4419-5333(+); OK
ACOL01000031:1855-2769 ; ACOL01000031BRL01_0000:1855-2769(+); OK
ACOL01000163:c(35-949) ; ACOL01000163BRL01_0001:35-949(-); OK
ACOL01000426:2230-3144 ; ACOL01000426BRL01_0004:2335-3144(+); error - start (2230/2335)
ACOL01000550:1359-2273 ; ACOL01000550BRL01_0005:1359-2273(+); OK
ACOL01000054:8294-9205 ; ACOL01000054BRL01_0000:8294-9205(+); OK
ACOL01000766:c(452-1363) ; ACOL01000766BRL01_0007:452-1429(-); error - start (1363/1429)
ACOL01000036:c(3624-4532) ; ACOL01000036BRL01_0000:3624-4532(-); OK
ACOL01000091:c(10465-11373) ; ACOL01000091BRL01_0000:10465-11265(-); error - start (11373/11265)
ACOL01000100:c(9791-10699) ; ACOL01000100BRL01_0001:9791-10699(-); OK
ACOL01000108:196-1104 ; ACOL01000108BRL01_0001:196-1104(+); OK
ACOL01000128:8196-9104 ; ACOL01000128BRL01_0001:8196-9104(+); OK
ACOL01000474:c(72-980) ; ACOL01000474BRL01_0004:72-1007(-); error - start (980/1007)
ACOL01000012:c(25486-26391) ; ACOL01000012BRL01_0000:25486-26391(-); OK
ACOL01000022:13517-14422 ; ACOL01000022BRL01_0000:13517-14422(+); OK
ACOL01000031:4481-5386 ; ACOL01000031BRL01_0000:4481-5386(+); OK
ACOL01000080:8735-9640 ; ACOL01000080BRL01_0000:8735-9640(+); OK
ACOL01000348:2008-2913 ; ACOL01000348BRL01_0003:2008-2913(+); OK
ACOL01000019:12567-13469 ; ACOL01000019BRL01_0000:12603-13469(+); error - start (12567/12603)
ACOL01000026:c(10290-11192) ; ACOL01000026BRL01_0000:10290-11105(-); error - start (11192/11105)
ACOL01000035:14183-15085 ; ACOL01000035BRL01_0000:14183-15085(+); OK
ACOL01000049:14370-15272 ; ACOL01000049BRL01_0000:14370-15272(+); OK
ACOL01000214:509-1411 ; ACOL01000214BRL01_0002:509-1411(+); OK
ACOL01000034:13968-14867 ; ACOL01000034BRL01_0000:13968-14867(+); OK
ACOL01000044:15960-16859 ; ACOL01000044BRL01_0000:15960-16859(+); OK
ACOL01000085:1191-2087 ; ACOL01000085BRL01_0000:1158-2087(+); error - start (1191/1158)
ACOL01000162:c(6701-7597) ; ACOL01000162BRL01_0001:6701-7597(-); OK
ACOL01000771:c(406-1302) ; ACOL01000771BRL01_0007:406-1428(-); error - start (1302/1428)
ACOL01000003:18727-19620 ; ACOL01000003BRL01_0000:18733-19620(+); error - start (18727/18733)
ACOL01000032:c(12029-12922) ; ACOL01000032BRL01_0000:12029-12922(-); OK
ACOL01000061:4890-5783 ; ACOL01000061BRL01_0000:4878-5783(+); error - start (4890/4878)
ACOL01000761:486-1379 ; ACOL01000761BRL01_0007:486-1379(+); OK
ACOL01000008:c(3924-4814) ; ACOL01000008BRL01_0000:3924-4814(-); OK
ACOL01000014:510-1400 ; ACOL01000014BRL01_0000:720-1400(+); error - start (510/720)
ACOL01000021:c(13086-13976) ; ACOL01000021BRL01_0000:13086-13976(-); OK
ACOL01000034:c(4400-5290) ; ACOL01000034BRL01_0000:4400-5311(-); error - start (5290/5311)
ACOL01000081:4058-4948 ; ACOL01000081BRL01_0000:4058-4948(+); OK
ACOL01000189:c(3280-4170) ; ACOL01000189BRL01_0001:3280-4170(-); OK
ACOL01000248:c(2879-3769) ; ACOL01000248BRL01_0002:2879-3769(-); OK
ACOL01000011:c(20822-21709) ; ACOL01000011BRL01_0000:20822-21709(-); OK
ACOL01000058:9034-9921 ; ACOL01000058BRL01_0000:9034-9921(+); OK
ACOL01000108:9466-10353 ; ACOL01000108BRL01_0001:9466-10353(+); OK
ACOL01000134:406-1293 ; ACOL01000134BRL01_0001:406-1293(+); OK
ACOL01000144:c(477-1364) ; ACOL01000144BRL01_0001:477-1364(-); OK
ACOL01000192:3506-4393 ; ACOL01000192BRL01_0001:3506-4393(+); OK
ACOL01000206:5590-6477 ; ACOL01000206BRL01_0002:5590-6477(+); OK
ACOL01000017:20194-21078 ; ACOL01000017BRL01_0000:20194-21078(+); OK
ACOL01000293:c(2639-3523) ; ACOL01000293BRL01_0002:2639-3523(-); OK
ACOL01000011:13881-14762 ; ACOL01000011BRL01_0000:13881-14762(+); OK
ACOL01000012:c(2878-3759) ; ACOL01000012BRL01_0000:2878-3759(-); OK
ACOL01000049:c(11181-12062) ; ACOL01000049BRL01_0000:11181-12062(-); OK
ACOL01000079:4513-5394 ; ACOL01000079BRL01_0000:4513-5394(+); OK
ACOL01000086:83-964 ; ACOL01000086BRL01_0000:2-964(+); error - start (83/2)
ACOL01000284:c(1435-2316) ; ACOL01000284BRL01_0002:1435-2289(-); error - start (2316/2289)
ACOL01000289:2461-3342 ; ACOL01000289BRL01_0002:2461-3342(+); OK
ACOL01000351:c(2902-3783) ; ACOL01000351BRL01_0003:2902-3783(-); OK
ACOL01000002:c(37527-38405) ; ACOL01000002BRL01_0000:37527-38405(-); OK
ACOL01000046:351-1226 ; ACOL01000046BRL01_0000:351-1226(+); OK
ACOL01000472:c(946-1821) ; ACOL01000472BRL01_0004:946-1821(-); OK
ACOL01000081:8517-9389 ; ACOL01000081BRL01_0000:8517-9389(+); OK
ACOL01000075:6959-7828 ; ACOL01000075BRL01_0000:6959-7828(+); OK
ACOL01000161:c(5566-6435) ; ACOL01000161BRL01_0001:5566-6435(-); OK
ACOL01000043:c(2675-3541) ; ACOL01000043BRL01_0000:2675-3523(-); error - start (3541/3523)
ACOL01000045:663-1529 ; ACOL01000045BRL01_0000:663-1529(+); OK
ACOL01000076:c(4248-5114) ; ACOL01000076BRL01_0000:4248-5114(-); OK
ACOL01000244:4767-5633 ; ACOL01000244BRL01_0002:4767-5633(+); OK
ACOL01000003:c(31361-32224) ; ACOL01000003BRL01_0000:31361-32224(-); OK
ACOL01000032:17869-18732 ; ACOL01000032BRL01_0000:17869-18732(+); OK
ACOL01000055:8568-9431 ; ACOL01000055BRL01_0000:8568-9431(+); OK
ACOL01000114:6562-7425 ; ACOL01000114BRL01_0001:6562-7425(+); OK
ACOL01000126:7124-7987 ; ACOL01000126BRL01_0001:7124-7987(+); OK
ACOL01000162:c(2537-3400) ; ACOL01000162BRL01_0001:2537-3400(-); OK
ACOL01000198:919-1782 ; ACOL01000198BRL01_0001:919-1782(+); OK
ACOL01000214:c(2914-3777) ; ACOL01000214BRL01_0002:2914-3753(-); error - start (3777/3753)
ACOL01000266:72-935 ; ACOL01000266BRL01_0002:72-935(+); OK
ACOL01000002:c(33596-34456) ; ACOL01000002BRL01_0000:33596-34456(-); OK
ACOL01000046:2527-3387 ; ACOL01000046BRL01_0000:2527-3387(+); OK
ACOL01000106:7341-8201 ; ACOL01000106BRL01_0001:7341-8201(+); OK
ACOL01000201:2761-3621 ; ACOL01000201BRL01_0002:2761-3621(+); OK
ACOL01000245:c(180-1040) ; ACOL01000245BRL01_0002:180-1025(-); error - start (1040/1025)
ACOL01000248:c(1891-2748) ; ACOL01000248BRL01_0002:1891-2934(-); error - start (2748/2934)
ACOL01000277:c(3948-4805) ; ACOL01000277BRL01_0002:3948-4805(-); OK
ACOL01000356:c(2636-3493) ; ACOL01000356BRL01_0003:2636-3478(-); error - start (3493/3478)
ACOL01000022:c(226-1080) ; ACOL01000022BRL01_0000:226-1080(-); OK
ACOL01000030:c(12805-13659) ; ACOL01000030BRL01_0000:12805-13659(-); OK
ACOL01000046:c(1629-2483) ; ACOL01000046BRL01_0000:1629-2504(-); error - start (2483/2504)
ACOL01000122:c(7618-8472) ; ACOL01000122BRL01_0001:7618-8463(-); error - start (8472/8463)
ACOL01000185:4204-5058 ; ACOL01000185BRL01_0001:3958-5058(+); error - start (4204/3958)
ACOL01000021:14958-15809 ; ACOL01000021BRL01_0000:14958-15809(+); OK
ACOL01000043:c(11162-12013) ; ACOL01000043BRL01_0000:11162-12013(-); OK
ACOL01000122:516-1367 ; ACOL01000122BRL01_0001:516-1367(+); OK
ACOL01000142:5281-6132 ; ACOL01000142BRL01_0001:5281-6132(+); OK
ACOL01000154:c(299-1150) ; ACOL01000154BRL01_0001:299-1150(-); OK
ACOL01000027:12942-13790 ; ACOL01000027BRL01_0000:12942-13790(+); OK
ACOL01000042:3581-4429 ; ACOL01000042BRL01_0000:3581-4429(+); OK
ACOL01000481:1587-2435 ; ACOL01000481BRL01_0004:1587-2435(+); OK
ACOL01001103:204-1052 ; ACOL01001103BRL01_0011:204-1052(+); OK
ACOL01000025:15385-16230 ; ACOL01000025BRL01_0000:15385-16230(+); OK
ACOL01000031:c(13444-14289) ; ACOL01000031BRL01_0000:13444-14289(-); OK
ACOL01000061:14217-15062 ; ACOL01000061BRL01_0000:14217-15062(+); OK
ACOL01001045:c(269-1114) ; ACOL01001045BRL01_0010:269-1114(-); OK
ACOL01000045:c(7651-8493) ; ACOL01000045BRL01_0000:7651-8493(-); OK
ACOL01000586:c(739-1581) ; ACOL01000586BRL01_0005:739-1581(-); OK
ACOL01000003:c(26834-27673) ; ACOL01000003BRL01_0000:26834-27673(-); OK
ACOL01000131:4221-5060 ; ACOL01000131BRL01_0001:4221-5060(+); OK
ACOL01000511:1442-2281 ; ACOL01000511BRL01_0005:1487-2281(+); error - start (1442/1487)
ACOL01000003:c(23213-24049) ; ACOL01000003BRL01_0000:23213-24049(-); OK
ACOL01000065:8985-9821 ; ACOL01000065BRL01_0000:8985-9821(+); OK
ACOL01000022:c(17953-18786) ; ACOL01000022BRL01_0000:17953-18786(-); OK
ACOL01000048:c(4308-5138) ; ACOL01000048BRL01_0000:4308-5138(-); OK
ACOL01000003:24094-24921 ; ACOL01000003BRL01_0000:24094-24921(+); OK
ACOL01000040:2071-2898 ; ACOL01000040BRL01_0000:2071-2898(+); OK
ACOL01000085:341-1168 ; ACOL01000085BRL01_0000:341-1168(+); OK
ACOL01000152:6368-7195 ; ACOL01000152BRL01_0001:6368-7195(+); OK
ACOL01000263:c(4465-5292) ; ACOL01000263BRL01_0002:4465-5292(-); OK
ACOL01000277:c(2401-3228) ; ACOL01000277BRL01_0002:2401-3228(-); OK
ACOL01000354:2469-3296 ; ACOL01000354BRL01_0003:2523-3296(+); error - start (2469/2523)
ACOL01000220:3905-4729 ; ACOL01000220BRL01_0002:3905-4729(+); OK
ACOL01000003:c(12967-13788) ; ACOL01000003BRL01_0000:12967-13788(-); OK
ACOL01000039:c(2931-3752) ; ACOL01000039BRL01_0000:2931-3752(-); OK
ACOL01000105:c(3994-4815) ; ACOL01000105BRL01_0001:3994-4815(-); OK
ACOL01000192:c(1721-2542) ; ACOL01000192BRL01_0001:1721-2542(-); OK
ACOL01000535:972-1793 ; ACOL01000535BRL01_0005:972-1793(+); OK
ACOL01000998:c(91-912) ; ACOL01000998BRL01_0009:91-912(-); OK
ACOL01000064:1845-2663 ; ACOL01000064BRL01_0000:1872-2663(+); error - start (1845/1872)
ACOL01000220:c(5048-5866) ; ACOL01000220BRL01_0002:5048-5866(-); OK
ACOL01000034:16025-16840 ; ACOL01000034BRL01_0000:16025-16840(+); OK
ACOL01000059:9412-10227 ; ACOL01000059BRL01_0000:9412-10227(+); OK
ACOL01000161:c(6641-7456) ; ACOL01000161BRL01_0001:6641-7456(-); OK
ACOL01000255:c(4117-4932) ; ACOL01000255BRL01_0002:4117-4932(-); OK
ACOL01000266:4453-5268 ; ACOL01000266BRL01_0002:4453-5268(+); OK
ACOL01000381:452-1267 ; ACOL01000381BRL01_0003:452-1267(+); OK
ACOL01000030:17211-18023 ; ACOL01000030BRL01_0000:17211-18023(+); OK
ACOL01000101:2413-3225 ; ACOL01000101BRL01_0001:2413-3225(+); OK
ACOL01000184:6428-7240 ; ACOL01000184BRL01_0001:6428-7240(+); OK
ACOL01000309:756-1568 ; ACOL01000309BRL01_0003:756-1568(+); OK
ACOL01000002:c(6621-7430) ; ACOL01000002BRL01_0000:6621-7334(-); error - start (7430/7334)
ACOL01000085:c(10707-11516) ; ACOL01000085BRL01_0000:10707-11516(-); OK
ACOL01000014:1956-2762 ; ACOL01000014BRL01_0000:1944-2762(+); error - start (1956/1944)
ACOL01000029:7395-8201 ; ACOL01000029BRL01_0000:7395-8201(+); OK
ACOL01000044:c(11836-12642) ; ACOL01000044BRL01_0000:11836-12642(-); OK
ACOL01000055:6372-7178 ; ACOL01000055BRL01_0000:6372-7178(+); OK
ACOL01000064:6833-7639 ; ACOL01000064BRL01_0000:6833-7639(+); OK
ACOL01000760:477-1283 ; ACOL01000760BRL01_0007:477-1283(+); OK
ACOL01000002:c(10070-10873) ; ACOL01000002BRL01_0000:10070-10873(-); OK
ACOL01000003:c(25583-26386) ; ACOL01000003BRL01_0000:25583-26386(-); OK
ACOL01000016:7750-8553 ; ACOL01000016BRL01_0000:7750-8553(+); OK
ACOL01000148:2586-3389 ; ACOL01000148BRL01_0001:2586-3389(+); OK
ACOL01000172:c(2883-3683) ; ACOL01000172BRL01_0001:2883-3683(-); OK
ACOL01000002:c(39098-39895) ; ACOL01000002BRL01_0000:39098-39895(-); OK
ACOL01000012:305-1102 ; ACOL01000012BRL01_0000:305-1102(+); OK
ACOL01000088:6474-7271 ; ACOL01000088BRL01_0000:6474-7271(+); OK
ACOL01000101:7070-7867 ; ACOL01000101BRL01_0001:7070-7867(+); OK
ACOL01000133:2407-3204 ; ACOL01000133BRL01_0001:2407-3204(+); OK
ACOL01000277:c(26-823) ; ACOL01000277BRL01_0002:26-823(-); OK
ACOL01000034:c(8618-9412) ; ACOL01000034BRL01_0000:8618-9412(-); OK
ACOL01000047:14196-14990 ; ACOL01000047BRL01_0000:14244-14990(+); error - start (14196/14244)
ACOL01000089:c(1317-2111) ; ACOL01000089BRL01_0000:1317-2111(-); OK
ACOL01000023:4679-5470 ; ACOL01000023BRL01_0000:4679-5470(+); OK
ACOL01000030:c(11462-12253) ; ACOL01000030BRL01_0000:11462-12253(-); OK
ACOL01000032:c(15128-15919) ; ACOL01000032BRL01_0000:15128-15919(-); OK
ACOL01000054:c(6819-7610) ; ACOL01000054BRL01_0000:6819-7685(-); error - start (7610/7685)
ACOL01000116:c(join(5986..6774,6800..6802)) ; ACOL01000116BRL01_0001:5986-6567(-); error (6819/5986)(7610/6567)
ACOL01000211:4417-5208 ; ACOL01000211BRL01_0002:4417-5208(+); OK
ACOL01000109:8411-9199 ; ACOL01000109BRL01_0001:8411-9199(+); OK
ACOL01000197:c(173-961) ; ACOL01000197BRL01_0001:173-1000(-); error - start (961/1000)
ACOL01000001:c(46873-47658) ; ACOL01000001BRL01_0000:46873-47658(-); OK
ACOL01000003:17836-18621 ; ACOL01000003BRL01_0000:17836-18621(+); OK
ACOL01000006:10859-11644 ; ACOL01000006BRL01_0000:10859-11644(+); OK
ACOL01000070:11659-12444 ; ACOL01000070BRL01_0000:11779-12444(+); error - start (11659/11779)
ACOL01000015:c(24964-25746) ; ACOL01000015BRL01_0000:24964-25755(-); error - start (25746/25755)
ACOL01000126:3501-4283 ; ACOL01000126BRL01_0001:3501-4283(+); OK
ACOL01000016:10409-11188 ; ACOL01000016BRL01_0000:10409-11188(+); OK
ACOL01000019:4601-5380 ; ACOL01000019BRL01_0000:4601-5380(+); OK
ACOL01000116:6850-7629 ; ACOL01000116BRL01_0001:6754-7629(+); error - start (6850/6754)
ACOL01000236:c(2416-3195) ; ACOL01000236BRL01_0002:2416-3195(-); OK
ACOL01000287:1412-2191 ; ACOL01000287BRL01_0002:1412-2191(+); OK
ACOL01000495:167-946 ; ACOL01000495BRL01_0004:167-946(+); OK
ACOL01000044:c(1649-2425) ; ACOL01000044BRL01_0000:1649-2425(-); OK
ACOL01000137:2280-3050 ; ACOL01000137BRL01_0001:2280-3050(+); OK
ACOL01000334:985-1755 ; ACOL01000334BRL01_0003:985-1755(+); OK
ACOL01001261:c(80-850) ; ACOL01001261BRL01_0012:80-850(-); OK
ACOL01000017:12133-12900 ; ACOL01000017BRL01_0000:12133-12900(+); OK
ACOL01000022:c(12567-13334) ; ACOL01000022BRL01_0000:12567-13334(-); OK
ACOL01000049:10346-11113 ; ACOL01000049BRL01_0000:10346-11113(+); OK
ACOL01000085:c(9349-10116) ; ACOL01000085BRL01_0000:9349-10116(-); OK
ACOL01001362:c(161-928) ; ACOL01001362BRL01_0013:161-940(-); error - start (928/940)
ACOL01000086:c(6656-7420) ; ACOL01000086BRL01_0000:6656-7420(-); OK
ACOL01000264:c(4437-5201) ; ACOL01000264BRL01_0002:4437-5201(-); OK
ACOL01000321:3309-4073 ; ACOL01000321BRL01_0003:3309-4073(+); OK
ACOL01000332:c(32-796) ; ACOL01000332BRL01_0003:32-796(-); OK
ACOL01000335:2829-3593 ; ACOL01000335BRL01_0003:2829-3593(+); OK
ACOL01000378:1315-2079 ; ACOL01000378BRL01_0003:1315-2079(+); OK
ACOL01000492:1273-2037 ; ACOL01000492BRL01_0004:1273-2037(+); OK
ACOL01000560:c(409-1173) ; ACOL01000560BRL01_0005:409-1173(-); OK
ACOL01000845:c(191-955) ; ACOL01000845BRL01_0008:191-955(-); OK
ACOL01000082:c(1290-2051) ; ACOL01000082BRL01_0000:1290-2051(-); OK
ACOL01000111:270-1031 ; ACOL01000111BRL01_0001:270-1031(+); OK
ACOL01000191:1730-2491 ; ACOL01000191BRL01_0001:1730-2491(+); OK
ACOL01000505:161-922 ; ACOL01000505BRL01_0005:161-922(+); OK
ACOL01000009:1463-2221 ; ACOL01000009BRL01_0000:1463-2221(+); OK
ACOL01000094:c(3342-4100) ; ACOL01000094BRL01_0000:3342-4100(-); OK
ACOL01000017:4547-5302 ; ACOL01000017BRL01_0000:4547-5302(+); OK
ACOL01000250:496-1251 ; ACOL01000250BRL01_0002:496-1251(+); OK
ACOL01000001:c(4473-5225) ; ACOL01000001BRL01_0000:4473-5225(-); OK
ACOL01000063:5957-6709 ; ACOL01000063BRL01_0000:5957-6709(+); OK
ACOL01000348:c(20-772) ; ACOL01002440BRL01_0024:431-682(-); error (20/431)(772/682)
ACOL01000348:c(20-772) ; ACOL01000348BRL01_0003:20-772(-); OK
ACOL01000365:21-773 ; ACOL01000365BRL01_0003:3-773(+); error - start (21/3)
ACOL01000922:c(227-979) ; ACOL01000922BRL01_0009:227-979(-); OK
ACOL01000006:c(29859-30608) ; ACOL01000006BRL01_0000:29859-30608(-); OK
ACOL01000067:12445-13194 ; ACOL01000067BRL01_0000:12445-13194(+); OK
ACOL01000674:c(498-1247) ; ACOL01000674BRL01_0006:498-1247(-); OK
ACOL01000026:12350-13096 ; ACOL01000026BRL01_0000:12350-13096(+); OK
ACOL01000046:c(3867-4613) ; ACOL01000046BRL01_0000:3867-4613(-); OK
ACOL01000453:1619-2365 ; ACOL01000453BRL01_0004:1619-2365(+); OK
ACOL01000669:1011-1757 ; ACOL01000669BRL01_0006:1011-1757(+); OK
ACOL01000006:c(11713-12456) ; ACOL01000006BRL01_0000:11713-12456(-); OK
ACOL01000145:c(2174-2917) ; ACOL01000145BRL01_0001:2174-2917(-); OK
ACOL01000004:c(1751-2491) ; ACOL01000004BRL01_0000:1751-2491(-); OK
ACOL01000023:c(2005-2745) ; ACOL01000023BRL01_0000:2005-2745(-); OK
ACOL01000029:c(18429-19169) ; ACOL01000029BRL01_0000:18429-19169(-); OK
ACOL01000049:c(12694-13434) ; ACOL01000049BRL01_0000:12694-13434(-); OK
