PROTEOME ; PRODIGAL ; ERROR PRODIGAL
ABGB01000031:c(23913-25196) ; NW_003102079:23913-25391(-); error - start (25196/25391)
ABGB01000014:c(29828-31108) ; NW_003102062:29828-31108(-); OK
ABGB01000023:7703-8983 ; NW_003102071:7703-8983(+); OK
ABGB01000017:74167-75444 ; NW_003102065:74167-75444(+); OK
ABGB01000020:48514-49791 ; NW_003102068:48550-49791(+); error - start (48514/48550)
ABGB01000018:15839-17113 ; NW_003102066:15839-17113(+); OK
ABGB01000002:c(79070-80338) ; NW_001849446:96974-98242(-); error (79070/96974)(80338/98242)
ABGB01000042:c(5239-6507) ; NW_003102090:5239-6507(-); OK
ABGB01000015:32305-33570 ; NW_003102063:32305-33570(+); OK
ABGB01000017:722-1987 ; NW_003102065:722-1987(+); OK
ABGB01000017:37192-38457 ; NW_003102065:37192-38457(+); OK
ABGB01000002:c(88769-90031) ; NW_001849446:106673-107935(-); error (88769/106673)(90031/107935)
ABGB01000014:c(56158-57420) ; NW_003102062:56158-57420(-); OK
ABGB01000015:c(111120-112382) ; NW_003102708:2-964(-); error (111120/2)(112382/964)
ABGB01000015:c(111120-112382) ; NW_003102063:111120-112382(-); OK
ABGB01000018:26779-28041 ; NW_003102066:26779-28041(+); OK
ABGB01000107:c(132-1394) ; NW_003102155:132-1394(-); OK
ABGB01000003:49034-50293 ; NW_001849445:92460-93719(+); error (49034/92460)(50293/93719)
ABGB01000004:c(75368-76627) ; NW_001849444:4942-6201(+); error (75368/4942)(76627/6201)
ABGB01000005:c(30726-31985) ; NW_001849445:30726-32057(-); error - start (31985/32057)
ABGB01000039:1583-2842 ; NW_003102087:1583-2842(+); OK
ABGB01000041:c(10933-12192) ; NW_003102089:10933-12192(-); OK
ABGB01000016:45316-46569 ; NW_003102064:45316-46569(+); OK
ABGB01000018:69254-70507 ; NW_003102066:69254-70507(+); OK
ABGB01000022:c(3781-5034) ; NW_003102070:3781-5034(-); OK
ABGB01000030:6549-7802 ; NW_003102078:6564-7802(+); error - start (6549/6564)
ABGB01000002:10601-11851 ; NW_001849446:28505-29755(+); error (10601/28505)(11851/29755)
ABGB01000004:36519-37763 ; NW_001849444:43806-45050(-); error (36519/43806)(37763/45050)
ABGB01000021:c(5066-6310) ; NW_003102069:5066-6310(-); OK
ABGB01000015:40011-41252 ; NW_003102063:40011-41252(+); OK
ABGB01000032:380-1621 ; NW_003102080:380-1621(+); OK
ABGB01000019:c(14129-15367) ; NW_003102067:14129-15367(-); OK
ABGB01000033:21298-22536 ; NW_003102081:21298-22536(+); OK
ABGB01000001:60646-61881 ; NW_001849444:142216-143382(-); error (60646/142216)(61881/143382)
ABGB01000003:11028-12263 ; NW_001849445:54454-55689(+); error (11028/54454)(12263/55689)
ABGB01000017:c(45927-47162) ; NW_003102682:41-706(+); error (45927/41)(47162/706)
ABGB01000017:c(45927-47162) ; NW_003102065:45927-47162(-); OK
ABGB01000078:c(854-2089) ; NW_003102126:854-2062(-); error - start (2089/2062)
ABGB01000049:2662-3894 ; NW_003102097:2662-3894(+); OK
ABGB01000002:c(31582-32811) ; NW_001849446:49486-50715(-); error (31582/49486)(32811/50715)
ABGB01000014:21872-23101 ; NW_003102062:21872-23101(+); OK
ABGB01000014:100695-101924 ; NW_003102062:100653-101924(+); error - start (100695/100653)
ABGB01000015:112499-113728 ; NW_003102063:112436-113728(+); error - start (112499/112436)
ABGB01000018:39762-40991 ; NW_003102066:39762-40991(+); OK
ABGB01000019:c(34411-35640) ; NW_003102067:34411-35640(-); OK
ABGB01000019:c(46512-47741) ; NW_003102067:46512-47741(-); OK
ABGB01000004:c(21330-22553) ; NW_001849444:59073-60239(+); error (21330/59073)(22553/60239)
ABGB01000034:12873-14096 ; NW_003102082:12873-14096(+); OK
ABGB01000001:27956-29176 ; NW_001849444:174921-176141(-); error (27956/174921)(29176/176141)
ABGB01000020:c(51104-52324) ; NW_003102068:51104-52324(-); OK
ABGB01000301:364-1584 ; NW_003102349:364-1584(+); OK
ABGB01000024:23944-25161 ; NW_003102072:23944-25161(+); OK
ABGB01000033:c(1272-2489) ; NW_003102081:1272-2489(-); OK
ABGB01000045:7422-8641 ; NW_003102093:7422-8639(+); error - end (8641/8639)
ABGB01000349:c(155-1372) ; NW_003102397:155-1372(-); OK
ABGB01000349:c(155-1372) ; NW_003102278:600-1739(+); error (155/600)(1372/1739)
ABGB01000004:c(62160-63371) ; NW_001849444:18198-19409(+); error (62160/18198)(63371/19409)
ABGB01000095:c(333-1544) ; NW_003102143:333-1544(-); OK
ABGB01000007:557-1765 ; NW_001849446:2848-4017(+); error (557/2848)(1765/4017)
ABGB01000001:22430-23632 ; NW_001849444:180465-181667(-); error (22430/180465)(23632/181667)
ABGB01000023:24414-25616 ; NW_003102071:24414-25616(+); OK
ABGB01000025:20815-22017 ; NW_003102073:20815-22017(+); OK
ABGB01000026:16242-17444 ; NW_003102074:16242-17444(+); OK
ABGB01000017:c(33355-34554) ; NW_003102065:33355-34554(-); OK
ABGB01000031:16183-17382 ; NW_003102079:16183-17382(+); OK
ABGB01000086:c(70-1269) ; NW_003103092:741-1103(-); error (70/741)(1269/1103)
ABGB01000086:c(70-1269) ; NW_003102426:522-815(-); error (70/522)(1269/815)
ABGB01000001:c(46867-48063) ; NW_001849444:156064-157230(+); error (46867/156064)(48063/157230)
ABGB01000003:c(82289-83485) ; NW_001849445:125715-126911(-); error (82289/125715)(83485/126911)
ABGB01000005:c(16473-17669) ; NW_001849445:16473-17669(-); OK
ABGB01000015:c(70459-71655) ; NW_003102063:70459-71655(-); OK
ABGB01000019:c(6283-7476) ; NW_003102067:6283-7476(-); OK
ABGB01000021:c(7889-9082) ; NW_003102069:7889-9082(-); OK
ABGB01000025:14391-15584 ; NW_003102073:14391-15584(+); OK
ABGB01000018:75808-76998 ; NW_003102066:75808-76998(+); OK
ABGB01000035:c(12262-13452) ; NW_003102083:12262-13452(-); OK
ABGB01000048:c(1819-3009) ; NW_003102096:1819-3009(-); OK
ABGB01000001:87674-88861 ; NW_001849444:115236-116423(-); error (87674/115236)(88861/116423)
ABGB01000041:12556-13740 ; NW_003102089:12556-13740(+); OK
ABGB01000007:1980-3161 ; NW_001849446:4325-5413(+); error (1980/4325)(3161/5413)
ABGB01000017:c(44197-45375) ; NW_003102065:44197-45375(-); OK
ABGB01000021:24188-25366 ; NW_003102069:24188-25366(+); OK
ABGB01000002:c(75994-77169) ; NW_001849446:93898-95073(-); error (75994/93898)(77169/95073)
ABGB01000004:c(58755-59930) ; NW_001849444:21639-22814(+); error (58755/21639)(59930/22814)
ABGB01000006:c(4731-5906) ; NW_001849446:10773-11948(-); error (4731/10773)(5906/11948)
ABGB01000024:7706-8881 ; NW_003102072:7706-8881(+); OK
ABGB01000026:c(12356-13531) ; NW_003102074:12356-13531(-); OK
ABGB01000030:c(3426-4601) ; NW_003102078:3426-4601(-); OK
ABGB01000005:c(29511-30683) ; NW_001849445:29511-30683(-); OK
ABGB01000002:83735-84904 ; NW_001849446:101639-102808(+); error (83735/101639)(84904/102808)
ABGB01000003:c(79871-81040) ; NW_001849445:123297-124466(-); error (79871/123297)(81040/124466)
ABGB01000014:c(36192-37361) ; NW_003102062:36192-37361(-); OK
ABGB01000015:c(52853-54022) ; NW_003102063:52853-54022(-); OK
ABGB01000022:9229-10398 ; NW_003102070:9229-10398(+); OK
ABGB01000027:17563-18732 ; NW_003102075:17473-18732(+); error - start (17563/17473)
ABGB01000036:2414-3583 ; NW_003102084:2414-3583(+); OK
ABGB01000002:c(44640-45806) ; NW_001849446:62544-63710(-); error (44640/62544)(45806/63710)
ABGB01000015:91988-93154 ; NW_003102063:91988-93154(+); OK
ABGB01000016:c(79264-80430) ; NW_003102064:79264-80430(-); OK
ABGB01000043:7146-8312 ; NW_003102091:7146-8312(+); OK
ABGB01000056:87-1250 ; NW_003102104:87-1250(+); OK
ABGB01000014:c(38598-39755) ; NW_003102062:38598-39713(-); error - start (39755/39713)
ABGB01000017:64453-65610 ; NW_003102065:64483-65610(+); error - start (64453/64483)
ABGB01000017:c(66640-67797) ; NW_003102065:66640-67797(-); OK
ABGB01000014:c(50110-51264) ; NW_003102062:50110-51264(-); OK
ABGB01000024:c(27250-28404) ; NW_003102072:27250-28404(-); OK
ABGB01000017:28650-29801 ; NW_003102065:28650-29801(+); OK
ABGB01000023:23229-24380 ; NW_003102071:23229-24380(+); OK
ABGB01000003:c(81086-82234) ; NW_001849445:124512-125660(-); error (81086/124512)(82234/125660)
ABGB01000047:c(2564-3712) ; NW_003102095:2564-3712(-); OK
ABGB01000005:c(17700-18845) ; NW_001849445:17700-18845(-); OK
ABGB01000015:c(66706-67851) ; NW_003102735:683-1096(-); error (66706/683)(67851/1096)
ABGB01000017:c(53756-54901) ; NW_003102065:53756-54961(-); error - start (54901/54961)
ABGB01000025:8763-9908 ; NW_003102073:8847-9908(+); error - start (8763/8847)
ABGB01000004:44663-45805 ; NW_001849444:35764-36906(-); error (44663/35764)(45805/36906)
ABGB01000018:41085-42218 ; NW_003102066:41085-42218(+); OK
ABGB01000032:c(11931-13061) ; NW_003102080:11931-13061(-); OK
ABGB01000019:15398-16525 ; NW_003102067:15398-16525(+); OK
ABGB01000001:37761-38882 ; NW_001849444:165215-166336(-); error (37761/165215)(38882/166336)
ABGB01000024:c(9941-11062) ; NW_003102072:9941-11062(-); OK
ABGB01000032:4819-5940 ; NW_003102080:4819-5940(+); OK
ABGB01000053:c(309-1427) ; NW_003102101:309-1427(-); OK
ABGB01000004:c(12633-13748) ; NW_001849444:67821-68936(+); error (12633/67821)(13748/68936)
ABGB01000004:32799-33914 ; NW_001849444:47655-48770(-); error (32799/47655)(33914/48770)
ABGB01000014:98099-99214 ; NW_003102062:98099-99214(+); OK
ABGB01000014:116623-117738 ; NW_003102062:116623-117738(+); OK
ABGB01000026:c(18554-19669) ; NW_003102074:18554-19669(-); OK
ABGB01000053:1476-2591 ; NW_003102101:1476-2591(+); OK
ABGB01000003:c(19378-20490) ; NW_001849445:62804-63916(-); error (19378/62804)(20490/63916)
ABGB01000016:34548-35660 ; NW_003102064:34548-35660(+); OK
ABGB01000026:c(10556-11668) ; NW_003102074:10556-11668(-); OK
ABGB01000014:c(109630-110739) ; NW_003102062:109630-110739(-); OK
ABGB01000020:43978-45087 ; NW_003102068:43978-45087(+); OK
ABGB01000677:152-1261 ; NW_003102725:179-1261(+); error - start (152/179)
ABGB01000008:c(160-1266) ; NW_001849446:12323-13429(-); error (160/12323)(1266/13429)
ABGB01000018:28124-29230 ; NW_003102066:28124-29230(+); OK
ABGB01000024:c(14489-15595) ; NW_003102072:14489-15595(-); OK
ABGB01000003:25504-26607 ; NW_001849445:68942-70033(+); error (25504/68942)(26607/70033)
ABGB01000003:25504-26607 ; NW_003102460:1138-1446(-); error (25504/1138)(26607/1446)
ABGB01000003:55558-56661 ; NW_001849445:98984-100087(+); error (55558/98984)(56661/100087)
ABGB01000037:c(11928-13031) ; NW_003102085:11928-13031(-); OK
ABGB01000038:16216-17319 ; NW_003102086:16216-17319(+); OK
ABGB01000002:61734-62834 ; NW_001849446:79638-80738(+); error (61734/79638)(62834/80738)
ABGB01000032:c(9152-10249) ; NW_003102080:9152-10249(-); OK
ABGB01000004:9257-10351 ; NW_001849444:71218-72312(-); error (9257/71218)(10351/72312)
ABGB01000015:54151-55245 ; NW_003102063:54118-55245(+); error - start (54151/54118)
ABGB01000016:22699-23793 ; NW_003102064:22699-23793(+); OK
ABGB01000016:c(63277-64371) ; NW_003102064:63277-64371(-); OK
ABGB01000026:14397-15488 ; NW_003102074:14397-15488(+); OK
ABGB01000024:c(17141-18229) ; NW_003102072:17141-18229(-); OK
ABGB01000046:5998-7086 ; NW_003102862:257-976(+); error (5998/257)(7086/976)
ABGB01000046:5998-7086 ; NW_003102171:17-790(-); error (5998/17)(7086/790)
ABGB01000046:5998-7086 ; NW_003102094:5998-7086(+); OK
ABGB01000002:70987-72072 ; NW_001849446:88891-89976(+); error (70987/88891)(72072/89976)
ABGB01000016:c(96002-97087) ; NW_003102064:96002-97087(-); OK
ABGB01000019:c(35751-36833) ; NW_003102067:35751-36833(-); OK
ABGB01000024:11093-12175 ; NW_003102072:11093-12175(+); OK
ABGB01000015:c(103334-104410) ; NW_003102063:103334-104410(-); OK
ABGB01000015:105363-106439 ; NW_003102063:105393-106439(+); error - start (105363/105393)
ABGB01000047:5442-6518 ; NW_003102095:5442-6518(+); OK
ABGB01000031:19084-20157 ; NW_003102079:19084-20157(+); OK
ABGB01000037:c(17856-18929) ; NW_003102085:17856-18929(-); OK
ABGB01000018:c(13702-14772) ; NW_003102066:13702-14772(-); OK
ABGB01000020:c(35451-36521) ; NW_003102068:35451-36533(-); error - start (36521/36533)
ABGB01000014:31228-32295 ; NW_003102062:31228-32295(+); OK
ABGB01000002:c(36758-37822) ; NW_001849446:54662-55726(-); error (36758/54662)(37822/55726)
ABGB01000016:c(36033-37097) ; NW_003102064:36033-37097(-); OK
ABGB01000354:c(246-1307) ; NW_003102402:246-1307(-); OK
ABGB01000022:c(22609-23667) ; NW_003102070:22609-23667(-); OK
ABGB01000039:488-1546 ; NW_003102087:488-1546(+); OK
ABGB01000622:145-1203 ; NW_003102972:13-780(-); error (145/13)(1203/780)
ABGB01000622:145-1203 ; NW_003102670:145-1203(+); OK
ABGB01000622:145-1203 ; NW_003102409:523-1500(+); error (145/523)(1203/1500)
ABGB01000002:51537-52592 ; NW_001849446:69441-70496(+); error (51537/69441)(52592/70496)
ABGB01000015:c(98062-99117) ; NW_003102063:98062-99117(-); OK
ABGB01000016:c(71568-72623) ; NW_003102064:71568-72566(-); error - start (72623/72566)
ABGB01000047:c(6524-7579) ; NW_003102095:6524-7741(-); error - start (7579/7741)
ABGB01000144:925-1980 ; NW_003102192:925-1980(+); OK
ABGB01000004:c(49896-50948) ; NW_001849444:30621-31673(+); error (49896/30621)(50948/31673)
ABGB01000014:8589-9641 ; NW_003102062:8670-9641(+); error - start (8589/8670)
ABGB01000014:c(64031-65083) ; NW_003102062:64031-65083(-); OK
ABGB01000014:86728-87780 ; NW_003102062:86728-87780(+); OK
ABGB01000016:55899-56951 ; NW_003102064:55899-56951(+); OK
ABGB01000024:c(28465-29517) ; NW_003102072:28465-29517(-); OK
ABGB01000037:13396-14448 ; NW_003102085:13396-14448(+); OK
ABGB01000016:c(39053-40102) ; NW_003102064:39053-40102(-); OK
ABGB01000017:59807-60856 ; NW_003102065:59774-60856(+); error - start (59807/59774)
ABGB01000015:c(51388-52434) ; NW_003102063:51388-52434(-); OK
ABGB01000018:68162-69208 ; NW_003102066:68162-69208(+); OK
ABGB01000024:c(12184-13230) ; NW_003102072:12184-13230(-); OK
ABGB01000026:c(17453-18499) ; NW_003102074:17453-18499(-); OK
ABGB01000028:c(9602-10648) ; NW_003102076:9602-10648(-); OK
ABGB01000002:c(25889-26932) ; NW_001849446:43793-44836(-); error (25889/43793)(26932/44836)
ABGB01000015:110076-111119 ; NW_003102063:110076-111119(+); OK
ABGB01000020:c(56546-57586) ; NW_003102068:56546-57580(-); error - start (57586/57580)
ABGB01000004:c(20204-21241) ; NW_001849444:60328-61365(+); error (20204/60328)(21241/61365)
ABGB01000016:c(54756-55793) ; NW_003102064:54756-55793(-); OK
ABGB01000019:c(11918-12955) ; NW_003102067:11918-13009(-); error - start (12955/13009)
ABGB01000154:687-1724 ; NW_003102885:5-700(-); error (687/5)(1724/700)
ABGB01000154:687-1724 ; NW_003102202:687-1724(+); OK
ABGB01000016:c(15995-17029) ; NW_003102064:15995-16960(-); error - start (17029/16960)
ABGB01000019:c(16596-17630) ; NW_003102067:16596-17630(-); OK
ABGB01000025:15975-17009 ; NW_003102073:15975-17009(+); OK
ABGB01000001:21346-22377 ; NW_001849444:181720-182751(-); error (21346/181720)(22377/182751)
ABGB01000015:c(42636-43667) ; NW_003102063:42636-43667(-); OK
ABGB01000647:148-1179 ; NW_003103471:13-396(-); error (148/13)(1179/396)
ABGB01000647:148-1179 ; NW_003103168:142-1068(+); error (148/142)(1179/1068)
ABGB01000647:148-1179 ; NW_003102695:148-1179(+); OK
ABGB01000014:c(39844-40872) ; NW_003102062:39844-40872(-); OK
ABGB01000016:4985-6013 ; NW_003102064:4985-6013(+); OK
ABGB01000030:c(15936-16964) ; NW_003102078:15936-16964(-); OK
ABGB01000030:17081-18109 ; NW_003102078:17081-18109(+); OK
ABGB01000018:38070-39095 ; NW_003102066:38157-39095(+); error - start (38070/38157)
ABGB01000737:71-1096 ; NW_003102785:71-1096(+); OK
ABGB01000015:21159-22181 ; NW_003102063:21159-22181(+); OK
ABGB01000038:10646-11668 ; NW_003102086:10646-11668(+); OK
ABGB01000092:c(180-1202) ; NW_003102441:638-943(+); error (180/638)(1202/943)
ABGB01000092:c(180-1202) ; NW_003102140:180-1202(-); OK
ABGB01000017:c(32317-33333) ; NW_003102065:32317-33333(-); OK
ABGB01000024:c(8892-9908) ; NW_003102072:8892-9908(-); OK
ABGB01000913:173-1189 ; NW_003102961:173-1189(+); OK
ABGB01000001:c(101875-102888) ; NW_001849444:101209-102222(+); error (101875/101209)(102888/102222)
ABGB01000002:12945-13958 ; NW_001849446:30849-31862(+); error (12945/30849)(13958/31862)
ABGB01000003:c(78418-79431) ; NW_001849445:121844-122857(-); error (78418/121844)(79431/122857)
ABGB01000031:20255-21268 ; NW_003102079:20255-21268(+); OK
ABGB01000001:c(116102-117112) ; NW_001849444:86985-87995(+); error (116102/86985)(117112/87995)
ABGB01000002:c(63623-64633) ; NW_001849446:81527-82537(-); error (63623/81527)(64633/82537)
ABGB01000021:32101-33111 ; NW_003102069:32101-33111(+); OK
ABGB01000199:160-1170 ; NW_003102247:160-1170(+); OK
ABGB01000199:160-1170 ; NW_003102150:1402-2202(-); error (160/1402)(1170/2202)
ABGB01000001:51849-52856 ; NW_001849444:151241-152248(-); error (51849/151241)(52856/152248)
ABGB01000018:c(54677-55684) ; NW_003102066:54677-55684(-); OK
ABGB01000020:7587-8594 ; NW_003102068:7587-8594(+); OK
ABGB01000024:c(16083-17087) ; NW_003102072:16083-17087(-); OK
ABGB01000016:c(21584-22585) ; NW_003102064:21584-22585(-); OK
ABGB01000052:c(3388-4389) ; NW_003102100:3388-4389(-); OK
ABGB01000017:c(14625-15623) ; NW_003102065:14625-15623(-); OK
ABGB01000023:18886-19884 ; NW_003102071:18874-19884(+); error - start (18886/18874)
ABGB01000031:17416-18414 ; NW_003102079:17416-18414(+); OK
ABGB01000003:c(9997-10992) ; NW_001849445:53423-54418(-); error (9997/53423)(10992/54418)
ABGB01000018:59391-60386 ; NW_003102066:59391-60386(+); OK
ABGB01000035:3438-4433 ; NW_003102083:3438-4433(+); OK
ABGB01000003:c(59862-60854) ; NW_001849445:103288-104232(-); error (59862/103288)(60854/104232)
ABGB01000016:c(100635-101627) ; NW_003102064:100635-101627(-); OK
ABGB01000026:c(19735-20727) ; NW_003102074:19735-20727(-); OK
ABGB01000014:c(14814-15803) ; NW_003102062:14814-15803(-); OK
ABGB01000016:44214-45203 ; NW_003102064:44214-45203(+); OK
ABGB01000019:c(4556-5545) ; NW_003102067:4556-5545(-); OK
ABGB01000027:c(14503-15492) ; NW_003102075:14503-15492(-); OK
ABGB01000033:12575-13564 ; NW_003102081:12575-13564(+); OK
ABGB01000034:c(5718-6707) ; NW_003102082:5718-6707(-); OK
ABGB01000052:c(1669-2658) ; NW_003102100:1669-2805(-); error - start (2658/2805)
ABGB01000001:48094-49080 ; NW_001849444:155017-156003(-); error (48094/155017)(49080/156003)
ABGB01000014:33772-34758 ; NW_003102062:33772-34758(+); OK
ABGB01000017:c(34621-35607) ; NW_003102065:34621-35607(-); OK
ABGB01000019:17858-18841 ; NW_003102067:17858-18841(+); OK
ABGB01000029:24266-25249 ; NW_003102077:24266-25249(+); OK
ABGB01000034:c(17415-18398) ; NW_003102082:17415-18389(-); error - start (18398/18389)
ABGB01000044:c(3466-4449) ; NW_003102092:3466-4449(-); OK
ABGB01000948:c(30-1013) ; NW_003103041:4-987(-); error (30/4)(1013/987)
ABGB01000948:c(30-1013) ; NW_003102996:30-1013(-); OK
ABGB01000948:c(30-1013) ; NW_003102857:1-720(-); error (30/1)(1013/720)
ABGB01000037:15308-16288 ; NW_003102085:15260-16288(+); error - start (15308/15260)
ABGB01000003:17484-18461 ; NW_001849445:60910-61887(+); error (17484/60910)(18461/61887)
ABGB01000014:102256-103233 ; NW_003102062:102232-103233(+); error - start (102256/102232)
ABGB01000052:c(675-1652) ; NW_003102100:675-1667(-); error - start (1652/1667)
ABGB01000114:351-1328 ; NW_003102344:980-1540(-); error (351/980)(1328/1540)
ABGB01000114:351-1328 ; NW_003102162:351-1328(+); OK
ABGB01000249:c(483-1460) ; NW_003102297:483-1460(-); OK
ABGB01000002:26963-27937 ; NW_001849446:44867-45841(+); error (26963/44867)(27937/45841)
ABGB01000021:c(2324-3298) ; NW_003102069:2324-3298(-); OK
ABGB01000015:22536-23507 ; NW_003102063:22536-23507(+); OK
ABGB01000430:341-1312 ; NW_003102478:251-1312(+); error - start (341/251)
ABGB01000002:c(80376-81344) ; NW_001849446:98280-99248(-); error (80376/98280)(81344/99248)
ABGB01000004:c(40304-41272) ; NW_001849444:40297-41265(+); error (40304/40297)(41272/41265)
ABGB01000003:12318-13283 ; NW_001849445:55744-56709(+); error (12318/55744)(13283/56709)
ABGB01000018:45371-46336 ; NW_003102066:45371-46336(+); OK
ABGB01000024:19516-20481 ; NW_003102072:19474-20481(+); error - start (19516/19474)
ABGB01000040:13725-14690 ; NW_003102088:13725-14690(+); OK
ABGB01000042:8172-9137 ; NW_003102090:8172-9137(+); OK
ABGB01000022:c(11214-12173) ; NW_003102070:11214-12173(-); OK
ABGB01000162:109-1068 ; NW_003103690:1-594(+); error (109/1)(1068/594)
ABGB01000162:109-1068 ; NW_003102210:109-1068(+); OK
ABGB01000014:23137-24093 ; NW_003102062:23101-24093(+); error - start (23137/23101)
ABGB01000017:c(48290-49246) ; NW_003102065:48290-49336(-); error - start (49246/49336)
ABGB01000685:179-1135 ; NW_003102733:179-1135(+); OK
ABGB01000108:981-1934 ; NW_003102156:996-1934(+); error - start (981/996)
ABGB01000265:c(217-1170) ; NW_003102313:217-1170(-); OK
ABGB01000023:5571-6521 ; NW_003102071:5667-6521(+); error - start (5571/5667)
ABGB01000003:c(72075-73022) ; NW_001849445:115501-116448(-); error (72075/115501)(73022/116448)
ABGB01000015:56067-57014 ; NW_003102063:56067-57014(+); OK
ABGB01000019:c(47873-48817) ; NW_003102067:47873-48817(-); OK
ABGB01000005:c(24199-25140) ; NW_001849445:24199-25140(-); OK
ABGB01000018:c(46349-47290) ; NW_003102066:46349-47290(-); OK
ABGB01000004:c(74425-75363) ; NW_001849444:6206-7144(+); error (74425/6206)(75363/7144)
ABGB01000015:c(4072-5010) ; NW_003102063:4072-4989(-); error - start (5010/4989)
ABGB01000016:c(2182-3120) ; NW_003102064:2182-3120(-); OK
ABGB01000019:25281-26219 ; NW_003102067:25281-26219(+); OK
ABGB01000019:c(50516-51454) ; NW_003102271:126-728(+); error (50516/126)(51454/728)
ABGB01000019:c(50516-51454) ; NW_003102067:50516-51454(-); OK
ABGB01000014:103260-104195 ; NW_003102062:103260-104195(+); OK
ABGB01000003:c(71031-71963) ; NW_001849445:114457-115323(-); error (71031/114457)(71963/115323)
ABGB01000016:c(109845-110774) ; NW_003102064:109845-110774(-); OK
ABGB01000021:c(3404-4333) ; NW_003102069:3404-4333(-); OK
ABGB01000014:20471-21397 ; NW_003102062:20471-21397(+); OK
ABGB01000019:c(33192-34118) ; NW_003102067:33192-34118(-); OK
ABGB01000029:c(21574-22497) ; NW_003102077:21574-22518(-); error - start (22497/22518)
ABGB01000002:c(17885-18805) ; NW_001849446:35789-36709(-); error (17885/35789)(18805/36709)
ABGB01000004:5703-6620 ; NW_001849444:74949-75908(-); error (5703/74949)(6620/75908)
ABGB01000001:c(14392-15306) ; NW_001849444:188791-189705(+); error (14392/188791)(15306/189705)
ABGB01000016:c(102082-102996) ; NW_003102064:102082-102996(-); OK
ABGB01000039:c(15961-16875) ; NW_003102087:15961-16875(-); OK
ABGB01000015:c(18348-19259) ; NW_003102063:18348-19259(-); OK
ABGB01000018:42392-43303 ; NW_003102066:42392-43303(+); OK
ABGB01000018:c(56127-57038) ; NW_003102066:56127-57038(-); OK
ABGB01000041:c(216-1127) ; NW_003102089:216-1127(-); OK
ABGB01000105:c(1129-2040) ; NW_003102153:1129-2040(-); OK
ABGB01000014:24144-25052 ; NW_003102062:24144-25052(+); OK
ABGB01000015:c(67907-68815) ; NW_003102063:67907-68815(-); OK
ABGB01000014:124298-125200 ; NW_003102062:124298-125200(+); OK
ABGB01000014:13890-14789 ; NW_003102062:13842-14789(+); error - start (13890/13842)
ABGB01000036:3777-4676 ; NW_003102084:3777-4676(+); OK
ABGB01000041:8687-9586 ; NW_003102089:8687-9586(+); OK
ABGB01000019:c(861-1757) ; NW_003103029:734-1183(-); error (861/734)(1757/1183)
ABGB01000019:c(861-1757) ; NW_003102185:89-733(+); error (861/89)(1757/733)
ABGB01000019:c(861-1757) ; NW_003102067:861-1598(-); error - start (1757/1598)
ABGB01000041:c(2440-3336) ; NW_003102089:2440-3423(-); error - start (3336/3423)
ABGB01000014:c(106664-107557) ; NW_003102062:106664-107557(-); OK
ABGB01000307:c(95-988) ; NW_003103002:844-1191(+); error (95/844)(988/1191)
ABGB01000307:c(95-988) ; NW_003102838:2-472(-); error (95/2)(988/472)
ABGB01000307:c(95-988) ; NW_003102355:95-988(-); OK
ABGB01000005:c(1561-2451) ; NW_001849445:1561-2451(-); OK
ABGB01000020:c(28912-29802) ; NW_003102068:28912-29802(-); OK
ABGB01000023:13951-14841 ; NW_003102071:13909-14841(+); error - start (13951/13909)
ABGB01000002:78072-78959 ; NW_001849446:95976-96863(+); error (78072/95976)(78959/96863)
ABGB01000003:74685-75572 ; NW_001849445:118111-118998(+); error (74685/118111)(75572/118998)
ABGB01000014:12914-13801 ; NW_003102062:12872-13801(+); error - start (12914/12872)
ABGB01000029:c(22518-23405) ; NW_003102077:22518-23405(-); OK
ABGB01000001:50940-51824 ; NW_001849444:152273-153220(-); error (50940/152273)(51824/153220)
ABGB01000016:c(50049-50933) ; NW_003102064:50049-50933(-); OK
ABGB01000017:20544-21428 ; NW_003102065:20544-21428(+); OK
ABGB01000023:13032-13916 ; NW_003102071:13032-13916(+); OK
ABGB01000166:c(762-1646) ; NW_003102214:762-1646(-); OK
ABGB01000017:36260-37138 ; NW_003102065:36260-37138(+); OK
ABGB01000024:25715-26593 ; NW_003102072:25715-26593(+); OK
ABGB01000001:29913-30788 ; NW_001849444:173309-174184(-); error (29913/173309)(30788/174184)
ABGB01000029:c(12105-12980) ; NW_003102077:12105-12980(-); OK
ABGB01000004:19046-19918 ; NW_001849444:61651-62523(-); error (19046/61651)(19918/62523)
ABGB01000028:c(3484-4356) ; NW_003102076:3484-4356(-); OK
ABGB01000038:7155-8027 ; NW_003102086:7155-8027(+); OK
ABGB01000044:c(2563-3435) ; NW_003102092:2563-3462(-); error - start (3435/3462)
ABGB01000003:c(23367-24236) ; NW_001849445:66793-67662(-); error (23367/66793)(24236/67662)
ABGB01000020:c(4144-5013) ; NW_003102068:4144-5013(-); OK
ABGB01000033:c(4009-4878) ; NW_003102081:4009-4878(-); OK
ABGB01000036:c(6296-7165) ; NW_003102084:6296-7165(-); OK
ABGB01000001:71140-72006 ; NW_001849444:132091-132957(-); error (71140/132091)(72006/132957)
ABGB01000024:c(13337-14203) ; NW_003102072:13337-14203(-); OK
ABGB01000028:c(15112-15978) ; NW_003102076:15112-15978(-); OK
ABGB01000049:c(1657-2523) ; NW_003102097:1657-2523(-); OK
