PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
ABGB01000002:c(88769-90031) ; NW_001849446:106673-107935(-); error (88769/106673)(90031/107935)
ABGB01000014:c(56158-57420) ; ND ; ND
ABGB01000015:c(111120-112382) ; ND ; ND
ABGB01000018:26779-28041 ; NW_003102066:26779-28041(+); OK
ABGB01000107:c(132-1394) ; ND ; ND
ABGB01000003:49034-50293 ; NW_001849445:92460-93719(+); error (49034/92460)(50293/93719)
ABGB01000004:c(75368-76627) ; NW_001849444:5212-6201(+); error (75368/5212)(76627/6201)
ABGB01000005:c(30726-31985) ; NW_001849445:30726-31985(-); OK
ABGB01000039:1583-2842 ; NW_003102087:1583-2842(+); OK
ABGB01000041:c(10933-12192) ; NW_003102089:10933-12192(-); OK
ABGB01000016:45316-46569 ; NW_003102064:45316-46569(+); OK
ABGB01000018:69254-70507 ; ND ; ND
ABGB01000022:c(3781-5034) ; NW_003102070:3781-5034(-); OK
ABGB01000030:6549-7802 ; NW_003102078:6564-7802(+); error - start (6549/6564)
ABGB01000002:10601-11851 ; ND ; ND
ABGB01000004:36519-37763 ; NW_001849444:43806-44930(-); error (36519/43806)(37763/44930)
ABGB01000021:c(5066-6310) ; NW_003102069:5066-6190(-); error - start (6310/6190)
ABGB01000015:40011-41252 ; ND ; ND
ABGB01000032:380-1621 ; NW_003102080:380-1621(+); OK
ABGB01000019:c(14129-15367) ; NW_003102067:14129-15367(-); OK
ABGB01000033:21298-22536 ; NW_003102081:21571-22536(+); error - start (21298/21571)
ABGB01000001:60646-61881 ; NW_001849444:142216-143136(-); error (60646/142216)(61881/143136)
ABGB01000003:11028-12263 ; NW_001849445:54454-55689(+); error (11028/54454)(12263/55689)
ABGB01000017:c(45927-47162) ; NW_003102065:45927-47162(-); OK
ABGB01000017:c(45927-47162) ; NW_003102682:83-706(+); error (45927/83)(47162/706)
ABGB01000078:c(854-2089) ; NW_003102126:854-2062(-); error - start (2089/2062)
ABGB01000049:2662-3894 ; NW_003102097:2662-3894(+); OK
ABGB01000002:c(31582-32811) ; NW_001849446:49486-50715(-); error (31582/49486)(32811/50715)
ABGB01000014:21872-23101 ; ND ; ND
ABGB01000014:100695-101924 ; NW_003102062:100695-101924(+); OK
ABGB01000015:112499-113728 ; NW_003102063:112547-113728(+); error - start (112499/112547)
ABGB01000018:39762-40991 ; ND ; ND
ABGB01000019:c(34411-35640) ; NW_003102067:34411-35079(-); error - start (35640/35079)
ABGB01000019:c(46512-47741) ; NW_003102067:46512-47366(-); error - start (47741/47366)
ABGB01000004:c(21330-22553) ; NW_001849444:59016-60239(+); error (21330/59016)(22553/60239)
ABGB01000034:12873-14096 ; NW_003102082:12873-14096(+); OK
ABGB01000001:27956-29176 ; NW_001849444:174921-176141(-); error (27956/174921)(29176/176141)
ABGB01000020:c(51104-52324) ; NW_003102068:51104-52324(-); OK
ABGB01000301:364-1584 ; NW_003102349:364-1584(+); OK
ABGB01000024:23944-25161 ; NW_003102072:23944-25161(+); OK
ABGB01000033:c(1272-2489) ; ND ; ND
ABGB01000045:7422-8641 ; ND ; ND
ABGB01000349:c(155-1372) ; NW_003102278:600-1739(+); error (155/600)(1372/1739)
ABGB01000349:c(155-1372) ; NW_003102397:155-1372(-); OK
ABGB01000004:c(62160-63371) ; NW_001849444:18198-19409(+); error (62160/18198)(63371/19409)
ABGB01000095:c(333-1544) ; NW_003102143:333-1544(-); OK
ABGB01000007:557-1765 ; ND ; ND
ABGB01000001:22430-23632 ; NW_001849444:180465-181535(-); error (22430/180465)(23632/181535)
ABGB01000023:24414-25616 ; NW_003102071:24414-25616(+); OK
ABGB01000025:20815-22017 ; ND ; ND
ABGB01000026:16242-17444 ; NW_003102074:16242-17444(+); OK
ABGB01000017:c(33355-34554) ; NW_003102065:33355-34554(-); OK
ABGB01000031:16183-17382 ; NW_003102079:16183-17382(+); OK
ABGB01000001:c(46867-48063) ; NW_001849444:156100-157230(+); error (46867/156100)(48063/157230)
ABGB01000003:c(82289-83485) ; NW_001849445:125715-126911(-); error (82289/125715)(83485/126911)
ABGB01000005:c(16473-17669) ; NW_001849445:16473-17669(-); OK
ABGB01000015:c(70459-71655) ; NW_003102063:70459-71655(-); OK
ABGB01000019:c(6283-7476) ; NW_003102067:6283-7476(-); OK
ABGB01000021:c(7889-9082) ; ND ; ND
ABGB01000025:14391-15584 ; NW_003102073:14391-15584(+); OK
ABGB01000018:75808-76998 ; NW_003102066:75808-76998(+); OK
ABGB01000018:75808-76998 ; NW_003103707:299-700(+); error (75808/299)(76998/700)
ABGB01000035:c(12262-13452) ; ND ; ND
ABGB01000048:c(1819-3009) ; NW_003102096:1819-3009(-); OK
ABGB01000001:87674-88861 ; NW_001849444:115236-116423(-); error (87674/115236)(88861/116423)
ABGB01000041:12556-13740 ; ND ; ND
ABGB01000007:1980-3161 ; NW_001849446:4325-5413(+); error (1980/4325)(3161/5413)
ABGB01000017:c(44197-45375) ; NW_003102065:44197-45375(-); OK
ABGB01000021:24188-25366 ; NW_003102069:24359-25366(+); error - start (24188/24359)
ABGB01000002:c(75994-77169) ; NW_001849446:93898-94836(-); error (75994/93898)(77169/94836)
ABGB01000004:c(58755-59930) ; NW_001849444:21639-22814(+); error (58755/21639)(59930/22814)
ABGB01000006:c(4731-5906) ; ND ; ND
ABGB01000024:7706-8881 ; NW_003102072:7706-8881(+); OK
ABGB01000026:c(12356-13531) ; NW_003102074:12356-13531(-); OK
ABGB01000030:c(3426-4601) ; NW_003102078:3426-4601(-); OK
ABGB01000005:c(29511-30683) ; ND ; ND
ABGB01000002:83735-84904 ; NW_001849446:101639-102808(+); error (83735/101639)(84904/102808)
ABGB01000003:c(79871-81040) ; NW_001849445:123297-124340(-); error (79871/123297)(81040/124340)
ABGB01000014:c(36192-37361) ; NW_003102062:36192-37361(-); OK
ABGB01000015:c(52853-54022) ; NW_003102063:52853-54022(-); OK
ABGB01000022:9229-10398 ; ND ; ND
ABGB01000027:17563-18732 ; NW_003102075:17563-18732(+); OK
ABGB01000036:2414-3583 ; ND ; ND
ABGB01000002:c(44640-45806) ; NW_001849446:62544-63710(-); error (44640/62544)(45806/63710)
ABGB01000015:91988-93154 ; NW_003102063:91988-93154(+); OK
ABGB01000016:c(79264-80430) ; NW_003102064:79264-80202(-); error - start (80430/80202)
ABGB01000043:7146-8312 ; NW_003102091:7146-8312(+); OK
ABGB01000043:7146-8312 ; NW_003102847:354-1202(+); error (7146/354)(8312/1202)
ABGB01000056:87-1250 ; NW_003102104:87-1250(+); OK
ABGB01000014:c(38598-39755) ; NW_003102062:38598-39713(-); error - start (39755/39713)
ABGB01000017:64453-65610 ; NW_003102065:64831-65610(+); error - start (64453/64831)
ABGB01000017:c(66640-67797) ; NW_003102065:66640-67797(-); OK
ABGB01000014:c(50110-51264) ; NW_003102062:50110-51264(-); OK
ABGB01000024:c(27250-28404) ; NW_003102072:27250-28404(-); OK
ABGB01000017:28650-29801 ; NW_003102065:28650-29801(+); OK
ABGB01000023:23229-24380 ; NW_003102071:23319-24380(+); error - start (23229/23319)
ABGB01000003:c(81086-82234) ; NW_001849445:124512-125660(-); error (81086/124512)(82234/125660)
ABGB01000047:c(2564-3712) ; NW_003102095:2564-3712(-); OK
ABGB01000005:c(17700-18845) ; NW_001849445:17700-18845(-); OK
ABGB01000015:c(66706-67851) ; NW_003102063:66706-67851(-); OK
ABGB01000015:c(66706-67851) ; NW_003102735:683-1060(-); error (66706/683)(67851/1060)
ABGB01000017:c(53756-54901) ; NW_003102065:53756-54901(-); OK
ABGB01000025:8763-9908 ; NW_003102073:9180-9908(+); error - start (8763/9180)
ABGB01000004:44663-45805 ; NW_001849444:35764-36933(-); error (44663/35764)(45805/36933)
ABGB01000018:41085-42218 ; NW_003102066:41589-42218(+); error - start (41085/41589)
ABGB01000032:c(11931-13061) ; NW_003102080:11931-13061(-); OK
ABGB01000019:15398-16525 ; NW_003102067:15416-16525(+); error - start (15398/15416)
ABGB01000001:37761-38882 ; NW_001849444:165215-166336(-); error (37761/165215)(38882/166336)
ABGB01000024:c(9941-11062) ; NW_003102072:9941-10948(-); error - start (11062/10948)
ABGB01000032:4819-5940 ; NW_003102080:4819-5940(+); OK
ABGB01000053:c(309-1427) ; NW_003102101:309-1427(-); OK
ABGB01000004:c(12633-13748) ; NW_001849444:67821-68936(+); error (12633/67821)(13748/68936)
ABGB01000004:32799-33914 ; NW_001849444:47655-48770(-); error (32799/47655)(33914/48770)
ABGB01000014:98099-99214 ; NW_003102062:98099-99214(+); OK
ABGB01000014:116623-117738 ; NW_003102062:116623-117738(+); OK
ABGB01000026:c(18554-19669) ; NW_003102074:18554-19528(-); error - start (19669/19528)
ABGB01000053:1476-2591 ; ND ; ND
ABGB01000003:c(19378-20490) ; NW_001849445:62804-63916(-); error (19378/62804)(20490/63916)
ABGB01000016:34548-35660 ; NW_003102064:34548-35660(+); OK
ABGB01000026:c(10556-11668) ; NW_003102074:10556-11614(-); error - start (11668/11614)
ABGB01000014:c(109630-110739) ; NW_003102062:109630-110739(-); OK
ABGB01000020:43978-45087 ; NW_003102068:43978-45087(+); OK
ABGB01000677:152-1261 ; ND ; ND
ABGB01000008:c(160-1266) ; ND ; ND
ABGB01000018:28124-29230 ; NW_003102066:28124-29230(+); OK
ABGB01000024:c(14489-15595) ; ND ; ND
ABGB01000003:25504-26607 ; NW_001849445:68930-70033(+); error (25504/68930)(26607/70033)
ABGB01000003:55558-56661 ; NW_001849445:98984-100087(+); error (55558/98984)(56661/100087)
ABGB01000037:c(11928-13031) ; NW_003102085:11928-13031(-); OK
ABGB01000038:16216-17319 ; NW_003102086:16216-17319(+); OK
ABGB01000002:61734-62834 ; NW_001849446:79638-80738(+); error (61734/79638)(62834/80738)
ABGB01000032:c(9152-10249) ; NW_003102080:9152-10249(-); OK
ABGB01000004:9257-10351 ; NW_001849444:71218-72126(-); error (9257/71218)(10351/72126)
ABGB01000015:54151-55245 ; NW_003102063:54787-55245(+); error - start (54151/54787)
ABGB01000016:22699-23793 ; NW_003102064:22699-23793(+); OK
ABGB01000016:c(63277-64371) ; NW_003102064:63277-64371(-); OK
ABGB01000026:14397-15488 ; NW_003102074:14397-15488(+); OK
ABGB01000024:c(17141-18229) ; NW_003102072:17141-18229(-); OK
ABGB01000046:5998-7086 ; NW_003102094:5998-7086(+); OK
ABGB01000046:5998-7086 ; NW_003102171:17-790(-); error (5998/17)(7086/790)
ABGB01000046:5998-7086 ; NW_003102862:257-976(+); error (5998/257)(7086/976)
ABGB01000002:70987-72072 ; ND ; ND
ABGB01000016:c(96002-97087) ; NW_003102064:96002-97087(-); OK
ABGB01000019:c(35751-36833) ; NW_003102067:35751-36833(-); OK
ABGB01000024:11093-12175 ; NW_003102072:11093-12175(+); OK
ABGB01000015:c(103334-104410) ; NW_003102063:103334-104410(-); OK
ABGB01000015:105363-106439 ; NW_003102063:105375-106439(+); error - start (105363/105375)
ABGB01000047:5442-6518 ; NW_003102095:5667-6518(+); error - start (5442/5667)
ABGB01000031:19084-20157 ; NW_003102079:19099-20157(+); error - start (19084/19099)
ABGB01000037:c(17856-18929) ; NW_003102085:17856-18626(-); error - start (18929/18626)
ABGB01000018:c(13702-14772) ; NW_003102066:13702-14772(-); OK
ABGB01000020:c(35451-36521) ; NW_003102068:35451-36533(-); error - start (36521/36533)
ABGB01000014:31228-32295 ; NW_003102062:31228-32295(+); OK
ABGB01000002:c(36758-37822) ; ND ; ND
ABGB01000016:c(36033-37097) ; NW_003102064:36033-37097(-); OK
ABGB01000354:c(246-1307) ; NW_003102137:186-1526(+); error (246/186)(1307/1526)
ABGB01000022:c(22609-23667) ; NW_003102070:22609-23667(-); OK
ABGB01000039:488-1546 ; NW_003102087:488-1546(+); OK
ABGB01000622:145-1203 ; ND ; ND
ABGB01000002:51537-52592 ; NW_001849446:69846-70496(+); error (51537/69846)(52592/70496)
ABGB01000015:c(98062-99117) ; NW_003102063:98062-98715(-); error - start (99117/98715)
ABGB01000016:c(71568-72623) ; NW_003102064:71568-72623(-); OK
ABGB01000047:c(6524-7579) ; ND ; ND
ABGB01000144:925-1980 ; ND ; ND
ABGB01000004:c(49896-50948) ; NW_001849444:30621-31673(+); error (49896/30621)(50948/31673)
ABGB01000014:8589-9641 ; ND ; ND
ABGB01000014:c(64031-65083) ; NW_003102062:64031-65083(-); OK
ABGB01000014:86728-87780 ; NW_003102062:86851-87780(+); error - start (86728/86851)
ABGB01000016:55899-56951 ; NW_003102064:55899-56951(+); OK
ABGB01000024:c(28465-29517) ; NW_003102072:28465-29517(-); OK
ABGB01000037:13396-14448 ; NW_003102085:13396-14448(+); OK
ABGB01000016:c(39053-40102) ; NW_003102064:39053-40102(-); OK
ABGB01000017:59807-60856 ; NW_003102065:59807-60856(+); OK
ABGB01000015:c(51388-52434) ; NW_003102063:51388-52434(-); OK
ABGB01000018:68162-69208 ; NW_003102066:68162-69208(+); OK
ABGB01000024:c(12184-13230) ; ND ; ND
ABGB01000026:c(17453-18499) ; ND ; ND
ABGB01000028:c(9602-10648) ; NW_003102076:9602-10648(-); OK
ABGB01000002:c(25889-26932) ; NW_001849446:43793-44836(-); error (25889/43793)(26932/44836)
ABGB01000015:110076-111119 ; NW_003102063:110076-111119(+); OK
ABGB01000020:c(56546-57586) ; NW_003102068:56546-57580(-); error - start (57586/57580)
ABGB01000004:c(20204-21241) ; NW_001849444:60328-61365(+); error (20204/60328)(21241/61365)
ABGB01000016:c(54756-55793) ; ND ; ND
ABGB01000019:c(11918-12955) ; NW_003102067:11918-13009(-); error - start (12955/13009)
ABGB01000016:c(15995-17029) ; NW_003102064:15995-17029(-); OK
ABGB01000019:c(16596-17630) ; NW_003102067:16596-17630(-); OK
ABGB01000025:15975-17009 ; NW_003102073:15975-17009(+); OK
ABGB01000001:21346-22377 ; NW_001849444:181720-182751(-); error (21346/181720)(22377/182751)
ABGB01000015:c(42636-43667) ; NW_003102063:42636-43667(-); OK
ABGB01000647:148-1179 ; NW_003102695:148-1179(+); OK
ABGB01000647:148-1179 ; NW_003103168:142-1068(+); error (148/142)(1179/1068)
ABGB01000647:148-1179 ; NW_003103471:13-396(-); error (148/13)(1179/396)
ABGB01000014:c(39844-40872) ; NW_003102062:39844-40872(-); OK
ABGB01000016:4985-6013 ; NW_003102064:4985-6013(+); OK
ABGB01000030:c(15936-16964) ; NW_003102078:15936-16964(-); OK
ABGB01000030:17081-18109 ; NW_003102078:17081-18109(+); OK
ABGB01000018:38070-39095 ; ND ; ND
ABGB01000737:71-1096 ; ND ; ND
ABGB01000015:21159-22181 ; NW_003102063:21159-22181(+); OK
ABGB01000038:10646-11668 ; NW_003102086:10646-11668(+); OK
ABGB01000092:c(180-1202) ; NW_003102140:180-1196(-); error - start (1202/1196)
ABGB01000092:c(180-1202) ; NW_003102186:190-759(+); error (180/190)(1202/759)
ABGB01000017:c(32317-33333) ; NW_003102065:32317-33333(-); OK
ABGB01000024:c(8892-9908) ; NW_003102072:8892-9908(-); OK
ABGB01000913:173-1189 ; NW_003102961:173-1189(+); OK
ABGB01000001:c(101875-102888) ; ND ; ND
ABGB01000002:12945-13958 ; NW_001849446:30849-31862(+); error (12945/30849)(13958/31862)
ABGB01000003:c(78418-79431) ; NW_001849445:121844-122857(-); error (78418/121844)(79431/122857)
ABGB01000031:20255-21268 ; NW_003102079:20453-21268(+); error - start (20255/20453)
ABGB01000001:c(116102-117112) ; NW_001849444:86985-87995(+); error (116102/86985)(117112/87995)
ABGB01000002:c(63623-64633) ; NW_001849446:81527-82537(-); error (63623/81527)(64633/82537)
ABGB01000021:32101-33111 ; NW_003102069:32101-33111(+); OK
ABGB01000199:160-1170 ; NW_003102247:160-1170(+); OK
ABGB01000001:51849-52856 ; NW_001849444:151241-152158(-); error (51849/151241)(52856/152158)
ABGB01000018:c(54677-55684) ; ND ; ND
ABGB01000020:7587-8594 ; NW_003102068:7587-8594(+); OK
ABGB01000024:c(16083-17087) ; NW_003102072:16083-17087(-); OK
ABGB01000016:c(21584-22585) ; NW_003102064:21584-22585(-); OK
ABGB01000052:c(3388-4389) ; NW_003102100:3388-4389(-); OK
ABGB01000017:c(14625-15623) ; NW_003102065:14625-15623(-); OK
ABGB01000023:18886-19884 ; NW_003102071:19072-19884(+); error - start (18886/19072)
ABGB01000031:17416-18414 ; NW_003102079:17416-18414(+); OK
ABGB01000003:c(9997-10992) ; NW_001849445:53423-54328(-); error (9997/53423)(10992/54328)
ABGB01000018:59391-60386 ; NW_003102066:59391-60386(+); OK
ABGB01000035:3438-4433 ; NW_003102083:3438-4433(+); OK
ABGB01000003:c(59862-60854) ; NW_001849445:103288-104280(-); error (59862/103288)(60854/104280)
ABGB01000016:c(100635-101627) ; ND ; ND
ABGB01000026:c(19735-20727) ; NW_003102074:19735-20727(-); OK
ABGB01000014:c(14814-15803) ; NW_003102062:14814-15803(-); OK
ABGB01000016:44214-45203 ; NW_003102064:44214-45203(+); OK
ABGB01000019:c(4556-5545) ; NW_003102067:4556-5482(-); error - start (5545/5482)
ABGB01000027:c(14503-15492) ; ND ; ND
ABGB01000033:12575-13564 ; NW_003102081:12575-13564(+); OK
ABGB01000034:c(5718-6707) ; NW_003102082:5718-6707(-); OK
ABGB01000052:c(1669-2658) ; ND ; ND
ABGB01000001:48094-49080 ; NW_001849444:155017-156003(-); error (48094/155017)(49080/156003)
ABGB01000014:33772-34758 ; NW_003102062:33772-34758(+); OK
ABGB01000017:c(34621-35607) ; NW_003102065:34621-35607(-); OK
ABGB01000019:17858-18841 ; NW_003102067:17858-18841(+); OK
ABGB01000029:24266-25249 ; ND ; ND
ABGB01000034:c(17415-18398) ; NW_003102082:17415-18158(-); error - start (18398/18158)
ABGB01000044:c(3466-4449) ; NW_003102092:3466-4449(-); OK
ABGB01000948:c(30-1013) ; NW_003102996:30-992(-); error - start (1013/992)
ABGB01000948:c(30-1013) ; NW_003103041:4-966(-); error (30/4)(1013/966)
ABGB01000037:15308-16288 ; NW_003102085:15308-16288(+); OK
ABGB01000003:17484-18461 ; ND ; ND
ABGB01000014:102256-103233 ; NW_003102062:102256-103233(+); OK
ABGB01000052:c(675-1652) ; ND ; ND
ABGB01000114:351-1328 ; NW_003102162:351-1328(+); OK
ABGB01000114:351-1328 ; NW_003102344:980-1540(-); error (351/980)(1328/1540)
ABGB01000249:c(483-1460) ; ND ; ND
ABGB01000002:26963-27937 ; NW_001849446:44939-45841(+); error (26963/44939)(27937/45841)
ABGB01000021:c(2324-3298) ; NW_003102069:2324-3298(-); OK
ABGB01000015:22536-23507 ; NW_003102063:22536-23507(+); OK
ABGB01000430:341-1312 ; NW_003102478:293-1312(+); error - start (341/293)
ABGB01000002:c(80376-81344) ; NW_001849446:98280-99248(-); error (80376/98280)(81344/99248)
ABGB01000004:c(40304-41272) ; NW_001849444:40297-41265(+); error (40304/40297)(41272/41265)
ABGB01000003:12318-13283 ; ND ; ND
ABGB01000018:45371-46336 ; NW_003102066:45371-46336(+); OK
ABGB01000024:19516-20481 ; NW_003102072:19516-20481(+); OK
ABGB01000040:13725-14690 ; NW_003102088:13770-14690(+); error - start (13725/13770)
ABGB01000042:8172-9137 ; NW_003102090:8268-9137(+); error - start (8172/8268)
ABGB01000022:c(11214-12173) ; NW_003102070:11214-12173(-); OK
ABGB01000162:109-1068 ; NW_003102210:109-1068(+); OK
ABGB01000162:109-1068 ; NW_003103690:142-594(+); error (109/142)(1068/594)
ABGB01000014:23137-24093 ; NW_003102062:23137-24093(+); OK
ABGB01000017:c(48290-49246) ; NW_003102065:48290-49246(-); OK
ABGB01000017:c(48290-49246) ; NW_003103382:232-627(-); error (48290/232)(49246/627)
ABGB01000685:179-1135 ; ND ; ND
ABGB01000108:981-1934 ; NW_003102156:1029-1934(+); error - start (981/1029)
ABGB01000265:c(217-1170) ; ND ; ND
ABGB01000023:5571-6521 ; NW_003102071:5667-6521(+); error - start (5571/5667)
ABGB01000003:c(72075-73022) ; NW_001849445:115501-116448(-); error (72075/115501)(73022/116448)
ABGB01000015:56067-57014 ; NW_003102063:56067-57014(+); OK
ABGB01000019:c(47873-48817) ; NW_003102067:47873-48817(-); OK
ABGB01000005:c(24199-25140) ; ND ; ND
ABGB01000018:c(46349-47290) ; ND ; ND
ABGB01000004:c(74425-75363) ; NW_001849444:6284-7144(+); error (74425/6284)(75363/7144)
ABGB01000015:c(4072-5010) ; NW_003102063:4072-5010(-); OK
ABGB01000016:c(2182-3120) ; NW_003102064:2182-2937(-); error - start (3120/2937)
ABGB01000019:25281-26219 ; NW_003102067:25674-26219(+); error - start (25281/25674)
ABGB01000019:c(50516-51454) ; NW_003102067:50516-51217(-); error - start (51454/51217)
ABGB01000014:103260-104195 ; NW_003102062:103260-104195(+); OK
ABGB01000241:755-1690 ; NW_003102262:1129-1455(-); error (755/1129)(1690/1455)
ABGB01000241:755-1690 ; NW_003102289:755-1690(+); OK
ABGB01000241:755-1690 ; NW_003103016:483-899(+); error (755/483)(1690/899)
ABGB01000003:c(71031-71963) ; NW_001849445:114457-115017(-); error (71031/114457)(71963/115017)
ABGB01000016:c(109845-110774) ; ND ; ND
ABGB01000021:c(3404-4333) ; ND ; ND
ABGB01000014:20471-21397 ; NW_003102062:20471-21397(+); OK
ABGB01000019:c(33192-34118) ; ND ; ND
ABGB01000029:c(21574-22497) ; ND ; ND
ABGB01000002:c(17885-18805) ; NW_001849446:35789-36709(-); error (17885/35789)(18805/36709)
ABGB01000004:5703-6620 ; NW_001849444:74949-75866(-); error (5703/74949)(6620/75866)
ABGB01000001:c(14392-15306) ; NW_001849444:188791-189705(+); error (14392/188791)(15306/189705)
ABGB01000016:c(102082-102996) ; NW_003102064:102082-102996(-); OK
ABGB01000039:c(15961-16875) ; NW_003102087:15961-16875(-); OK
ABGB01000015:c(18348-19259) ; NW_003102063:18348-19259(-); OK
ABGB01000018:42392-43303 ; NW_003102066:42392-43303(+); OK
ABGB01000018:c(56127-57038) ; NW_003102066:56127-57038(-); OK
ABGB01000041:c(216-1127) ; NW_003102089:216-1127(-); OK
ABGB01000105:c(1129-2040) ; NW_003102153:1129-2034(-); error - start (2040/2034)
ABGB01000014:24144-25052 ; NW_003102062:24144-25052(+); OK
ABGB01000015:c(67907-68815) ; NW_003102063:67907-68815(-); OK
ABGB01000014:124298-125200 ; NW_003102062:124298-125200(+); OK
ABGB01000014:13890-14789 ; ND ; ND
ABGB01000036:3777-4676 ; NW_003102084:3777-4676(+); OK
ABGB01000041:8687-9586 ; NW_003102089:8687-9586(+); OK
ABGB01000019:c(861-1757) ; NW_003102067:861-1757(-); OK
ABGB01000019:c(861-1757) ; NW_003102185:377-733(+); error (861/377)(1757/733)
ABGB01000019:c(861-1757) ; NW_003103029:734-1090(-); error (861/734)(1757/1090)
ABGB01000041:c(2440-3336) ; NW_003102089:2440-3336(-); OK
ABGB01000014:c(106664-107557) ; NW_003102062:106664-107557(-); OK
ABGB01000307:c(95-988) ; ND ; ND
ABGB01000005:c(1561-2451) ; ND ; ND
ABGB01000020:c(28912-29802) ; ND ; ND
ABGB01000023:13951-14841 ; NW_003102071:13951-14841(+); OK
ABGB01000002:78072-78959 ; NW_001849446:96006-96863(+); error (78072/96006)(78959/96863)
ABGB01000003:74685-75572 ; ND ; ND
ABGB01000014:12914-13801 ; NW_003102062:12914-13801(+); OK
ABGB01000029:c(22518-23405) ; ND ; ND
ABGB01000001:50940-51824 ; ND ; ND
ABGB01000016:c(50049-50933) ; NW_003102064:50049-50933(-); OK
ABGB01000017:20544-21428 ; NW_003102065:20544-21428(+); OK
ABGB01000023:13032-13916 ; NW_003102071:13032-13916(+); OK
ABGB01000166:c(762-1646) ; NW_003102214:762-1646(-); OK
ABGB01000017:36260-37138 ; NW_003102065:36260-37138(+); OK
ABGB01000024:25715-26593 ; NW_003102072:25715-26593(+); OK
ABGB01000001:29913-30788 ; NW_001849444:173309-174184(-); error (29913/173309)(30788/174184)
ABGB01000029:c(12105-12980) ; NW_003102077:12105-12980(-); OK
ABGB01000004:19046-19918 ; ND ; ND
ABGB01000028:c(3484-4356) ; ND ; ND
ABGB01000038:7155-8027 ; NW_003102086:7155-8027(+); OK
ABGB01000044:c(2563-3435) ; ND ; ND
ABGB01000003:c(23367-24236) ; NW_001849445:66793-67662(-); error (23367/66793)(24236/67662)
ABGB01000020:c(4144-5013) ; NW_003102068:4144-5013(-); OK
ABGB01000033:c(4009-4878) ; NW_003102081:4009-4878(-); OK
ABGB01000036:c(6296-7165) ; NW_003102084:6296-7165(-); OK
ABGB01000001:71140-72006 ; NW_001849444:132091-132957(-); error (71140/132091)(72006/132957)
ABGB01000024:c(13337-14203) ; NW_003102072:13337-14161(-); error - start (14203/14161)
ABGB01000028:c(15112-15978) ; ND ; ND
ABGB01000049:c(1657-2523) ; ND ; ND
ABGB01000129:178-1044 ; ND ; ND
ABGB01000001:78269-79132 ; NW_001849444:124965-125870(-); error (78269/124965)(79132/125870)
ABGB01000002:32992-33855 ; NW_001849446:50896-51759(+); error (32992/50896)(33855/51759)
ABGB01000020:c(27615-28478) ; NW_003102068:27615-28478(-); OK
ABGB01000039:6532-7395 ; NW_003102087:6532-7395(+); OK
ABGB01000002:c(60600-61460) ; NW_001849446:78504-79286(-); error (60600/78504)(61460/79286)
ABGB01000015:96288-97148 ; ND ; ND
ABGB01000018:c(65725-66585) ; ND ; ND
ABGB01000024:3152-4012 ; NW_003102072:3152-4012(+); OK
ABGB01000002:59679-60536 ; NW_001849446:77583-78440(+); error (59679/77583)(60536/78440)
ABGB01000005:32637-33494 ; ND ; ND
ABGB01000014:25938-26795 ; NW_003102062:26010-26795(+); error - start (25938/26010)
ABGB01000014:c(48483-49340) ; NW_003102062:48483-49079(-); error - start (49340/49079)
ABGB01000022:21702-22559 ; ND ; ND
ABGB01000022:32132-32989 ; ND ; ND
ABGB01000040:c(11244-12101) ; NW_003102088:11244-12101(-); OK
ABGB01000015:27907-28761 ; NW_003102063:27907-28761(+); OK
ABGB01000027:c(24131-24985) ; ND ; ND
ABGB01000001:67030-67881 ; NW_001849444:136216-137067(-); error (67030/136216)(67881/137067)
ABGB01000002:c(20865-21716) ; ND ; ND
ABGB01000002:35349-36200 ; NW_001849446:53253-54104(+); error (35349/53253)(36200/54104)
ABGB01000027:6050-6901 ; NW_003102075:6050-6901(+); OK
ABGB01000051:c(4967-5818) ; ND ; ND
ABGB01000549:469-1320 ; ND ; ND
ABGB01000001:c(62620-63468) ; NW_001849444:140629-141477(+); error (62620/140629)(63468/141477)
ABGB01000001:c(112712-113560) ; ND ; ND
ABGB01000004:61303-62151 ; NW_001849444:19418-20167(-); error (61303/19418)(62151/20167)
ABGB01000015:8113-8961 ; NW_003102063:8113-8961(+); OK
ABGB01000017:19627-20475 ; NW_003102065:19726-20475(+); error - start (19627/19726)
ABGB01000020:39132-39980 ; NW_003102068:39132-39980(+); OK
ABGB01000030:c(15042-15890) ; NW_003102078:15042-15890(-); OK
ABGB01000031:c(5805-6653) ; NW_003102079:5805-6653(-); OK
ABGB01000002:48201-49046 ; NW_001849446:66105-66950(+); error (48201/66105)(49046/66950)
ABGB01000029:c(14555-15400) ; NW_003102077:14555-15400(-); OK
ABGB01000030:8523-9368 ; ND ; ND
ABGB01000005:c(12949-13791) ; ND ; ND
ABGB01000014:51443-52285 ; NW_003102062:51443-52285(+); OK
ABGB01000015:c(73733-74575) ; NW_003102063:73733-74575(-); OK
ABGB01000016:c(47523-48365) ; NW_003102064:47523-48365(-); OK
ABGB01000001:c(79258-80094) ; NW_001849444:124003-124839(+); error (79258/124003)(80094/124839)
ABGB01000001:c(79258-80094) ; NW_003102068:26653-27489(+); error (79258/26653)(80094/27489)
ABGB01000004:57905-58741 ; NW_001849444:22828-23664(-); error (57905/22828)(58741/23664)
