PROTEOME ; FUNANNOTATE ; ERROR FUNANNOTATE
JH605023:180955-182736 ; JH6050:181024-182736(+); error - start (180955/181024)
JH605029:109273-111054 ; ND ; ND
JH605023:c(494401-496176) ; ND ; ND
JH605026:c(387144-388919) ; JH6050:387144-388919(-); OK
JH605031:41262-43034 ; JH6050:41262-43034(+); OK
JH605026:c(293592-295358) ; JH6050:293592-295256(-); error - start (295358/295256)
JH605030:c(13594-15360) ; JH6050:13594-15360(-); OK
JH605023:c(717621-719384) ; JH6050:717621-719384(-); OK
JH605025:181444-183207 ; JH6050:181444-183207(+); OK
JH605027:344589-346352 ; ND ; ND
JH605024:386017-387777 ; JH6050:386017-387777(+); OK
JH605023:c(660130-661887) ; JH6050:660130-661887(-); OK
JH605025:c(350974-352731) ; JH6050:350974-352731(-); OK
JH605023:c(220401-222146) ; JH6050:220401-222146(-); OK
JH605023:c(109937-111679) ; JH6050:109937-111640(-); error - start (111679/111640)
JH605023:c(745039-746781) ; JH6050:745039-746781(-); OK
JH605024:400604-402343 ; JH6050:400604-402343(+); OK
JH605026:c(299377-301116) ; JH6050:299377-301116(-); OK
JH605029:c(120423-122162) ; ND ; ND
JH605026:146554-148290 ; JH6050:146611-148290(+); error - start (146554/146611)
JH605028:63727-65463 ; JH6050:63727-65463(+); OK
JH605043:c(263-1999) ; ND ; ND
JH605028:c(8965-10698) ; JH6050:8965-10839(-); error - start (10698/10839)
JH605023:833234-834964 ; JH6050:833234-834964(+); OK
JH605025:101390-103120 ; ND ; ND
JH605027:295498-297228 ; ND ; ND
JH605023:952843->954567 ; ND ; ND
JH605026:c(178170-179897) ; JH6050:178170-179897(-); OK
JH605027:23312-25036 ; ND ; ND
JH605023:c(371903-373624) ; JH6050:371903-373624(-); OK
JH605026:58932-60653 ; JH6050:58965-60653(+); error - start (58932/58965)
JH605023:641900-643618 ; JH6050:641900-643618(+); OK
JH605024:510593-512311 ; ND ; ND
JH605026:429543-431261 ; JH6050:429543-431261(+); OK
JH605023:c(265377-268142) ; JH6050:265377-268271(-); error - start (268142/268271)
JH605023:81184-82896 ; JH6050:81184-82896(+); OK
JH605028:276197-277909 ; JH6050:276197-277909(+); OK
JH605035:4309-6021 ; ND ; ND
JH605024:c(427299-429008) ; JH6050:427299-429008(-); OK
JH605025:319341-321050 ; JH6050:319383-321050(+); error - start (319341/319383)
JH605026:22457-24166 ; JH6050:22457-24166(+); OK
JH605024:c(161538-163244) ; JH6050:161538-163193(-); error - start (163244/163193)
JH605026:c(492966-494672) ; ND ; ND
JH605027:266609-268315 ; JH6050:266609-268315(+); OK
JH605025:c(26371-28074) ; JH6050:26371-28074(-); OK
JH605023:560953-562653 ; JH6050:560953-562653(+); OK
JH605025:36524-38224 ; JH6050:36524-38224(+); OK
JH605026:c(251687-256627) ; ND ; ND
JH605024:278125-279819 ; JH6050:278125-279813(+); error - end (279819/279813)
JH605030:56238-57932 ; JH6050:56148-57932(+); error - start (56238/56148)
JH605023:c(589260-590951) ; JH6050:589260-590951(-); OK
JH605024:c(404114-405805) ; JH6050:404114-405805(-); OK
JH605024:571108-572799 ; ND ; ND
JH605026:392881-394572 ; JH6050:392881-394572(+); OK
JH605029:163549-165240 ; JH6050:163549-165240(+); OK
JH605023:c(476367-478046) ; JH6050:476367-478046(-); OK
JH605027:286388-288067 ; JH6050:286388-288067(+); OK
JH605029:c(77948-79627) ; ND ; ND
JH605032:c(14105-15784) ; JH6050:14105-15784(-); OK
JH605025:386446-388119 ; ND ; ND
JH605027:368120-369790 ; ND ; ND
JH605023:679662-681326 ; ND ; ND
JH605023:537812-539473 ; ND ; ND
JH605027:130442-132103 ; JH6050:130442-130899(+); error - end (132103/130899)
JH605026:52622-54280 ; JH6050:52622-54280(+); OK
JH605026:418830-420488 ; JH6050:418830-420488(+); OK
JH605023:c(785443-787098) ; JH6050:785443-787098(-); OK
JH605023:c(103711-105360) ; JH6050:103711-105360(-); OK
JH605023:859282-860931 ; JH6050:859282-860931(+); OK
JH605023:c(882084-883733) ; JH6050:882084-883733(-); OK
JH605024:c(315554-317203) ; JH6050:315554-317203(-); OK
JH605025:c(611735-613384) ; JH6050:611735-613384(-); OK
JH605028:147598-149247 ; ND ; ND
JH605023:c(47655-49301) ; JH6050:47655-49301(-); OK
JH605027:c(81563-83206) ; JH6050:81563-83206(-); OK
JH605025:403540-405177 ; ND ; ND
JH605028:297507-299144 ; JH6050:297519-299144(+); error - start (297507/297519)
JH605023:45435-47069 ; JH6050:45489-47069(+); error - start (45435/45489)
JH605023:c(163047-164681) ; JH6050:163047-164681(-); OK
JH605024:654915-656546 ; ND ; ND
JH605026:c(110962-112593) ; ND ; ND
JH605027:279499-281130 ; JH6050:279499-281130(+); OK
JH605023:c(64871-66499) ; ND ; ND
JH605023:263415-265043 ; JH6050:263415-265043(+); OK
JH605028:282992-284620 ; JH6050:282992-284620(+); OK
JH605023:c(635245-636867) ; JH6050:635245-636867(-); OK
JH605026:c(413653-415275) ; ND ; ND
JH605025:284606-286225 ; ND ; ND
JH605025:c(480697-482313) ; JH6050:480697-482277(-); error - start (482313/482277)
JH605028:c(227817-229433) ; JH6050:227817-229004(-); error - start (229433/229004)
JH605023:380478-382091 ; JH6050:380625-382019(+); error (380478/380625)(382091/382019)
JH605026:196979-198592 ; JH6050:196979-198592(+); OK
JH605033:c(1-1611) ; ND ; ND
JH605023:525045-526652 ; ND ; ND
JH605024:19714-21318 ; JH6050:19714-21318(+); OK
JH605028:c(47501-49105) ; JH6050:47501-48829(-); error - start (49105/48829)
JH605023:c(485204-486805) ; JH6050:485204-486805(-); OK
JH605028:305098-306696 ; JH6050:305098-306696(+); OK
JH605024:55400-56995 ; JH6050:55400-56995(+); OK
JH605024:412452-414047 ; JH6050:412452-414047(+); OK
JH605034:c(1497-3092) ; ND ; ND
JH605023:141996-143588 ; JH6050:141996-143588(+); OK
JH605023:696751-698340 ; ND ; ND
JH605024:c(245216-246805) ; JH6050:245216-246805(-); OK
JH605025:c(288391-289977) ; JH6050:288391-289977(-); OK
JH605030:c(37950-39536) ; JH6050:37950-39536(-); OK
JH605026:397483-399066 ; ND ; ND
JH605027:277830-279413 ; ND ; ND
JH605028:c(23632-25215) ; JH6050:23632-25215(-); OK
JH605025:621625-623202 ; ND ; ND
JH605027:50732-52306 ; JH6050:50732-52306(+); OK
JH605027:c(155068-156642) ; JH6050:155494-156642(-); error - end (155068/155494)
JH605023:c(780877-782445) ; JH6050:780877-782445(-); OK
JH605027:c(322716-324284) ; JH6050:322716-324284(-); OK
JH605029:155643-157211 ; JH6050:155583-157211(+); error - start (155643/155583)
JH605025:c(99631-101196) ; ND ; ND
JH605026:c(488628-490193) ; ND ; ND
JH605030:c(91309-92874) ; JH6050:91309-92874(-); OK
JH605028:85549-87111 ; JH6050:85549-87111(+); OK
JH605026:231718-233277 ; ND ; ND
JH605027:383154-384713 ; ND ; ND
JH605024:120996-122552 ; JH6050:120996-122552(+); OK
JH605024:512469-514025 ; JH6050:512469-514025(+); OK
JH605025:119605-121161 ; ND ; ND
JH605030:1-1557 ; ND ; ND
JH605023:559271-560824 ; JH6050:559271-560824(+); OK
JH605024:52631-54181 ; JH6050:52523-54181(+); error - start (52631/52523)
JH605025:85133-86683 ; JH6050:85133-86533(+); error - end (86683/86533)
JH605027:238556-240106 ; ND ; ND
JH605023:370154-371701 ; JH6050:370061-371701(+); error - start (370154/370061)
JH605029:c(23663-25210) ; JH6050:23663-25210(-); OK
JH605023:c(346291-347835) ; JH6050:346291-347835(-); OK
JH605024:c(525794-527338) ; ND ; ND
JH605025:c(150537-152081) ; JH6050:150537-152048(-); error - start (152081/152048)
JH605025:360200-361744 ; ND ; ND
JH605023:34891-36432 ; JH6050:35542-36432(+); error - start (34891/35542)
JH605023:843049-844590 ; JH6050:843049-844590(+); OK
JH605024:c(585476-587017) ; JH6050:585476-587017(-); OK
JH605028:c(160539-162080) ; ND ; ND
JH605023:c(671916-673454) ; JH6050:671916-673454(-); OK
JH605024:260858-262396 ; JH6050:260858-262396(+); OK
JH605026:291747-293285 ; JH6050:291747-293285(+); OK
JH605026:c(108926-110461) ; JH6050:108926-110461(-); OK
JH605026:c(420672-422207) ; JH6050:420672-422342(-); error - start (422207/422342)
JH605025:435935-437467 ; JH6050:435953-437467(+); error - start (435935/435953)
JH605023:c(491143-492672) ; JH6050:491143-492672(-); OK
JH605026:95707-97236 ; JH6050:95707-97236(+); OK
JH605029:c(87233-88762) ; ND ; ND
JH605028:c(223995-225521) ; ND ; ND
JH605023:c(173076-174599) ; JH6050:173076-174599(-); OK
JH605026:c(407595-409118) ; JH6050:407595-408968(-); error - start (409118/408968)
JH605024:631150-632670 ; ND ; ND
JH605030:c(49941-51461) ; JH6050:49941-51461(-); OK
JH605023:c(119155-120672) ; JH6050:119155-120672(-); OK
JH605029:c(134400-135917) ; ND ; ND
JH605024:c(147412-148926) ; JH6050:147412-148959(-); error - start (148926/148959)
JH605025:18006-19520 ; JH6050:18006-19520(+); OK
JH605025:201893-203407 ; JH6050:201893-203407(+); OK
JH605023:c(179344-180852) ; JH6050:179344-180852(-); OK
JH605023:453125-454633 ; JH6050:453005-454336(+); error (453125/453005)(454633/454336)
JH605023:c(572232-573740) ; JH6050:572239-573740(-); error - end (572232/572239)
JH605030:53947-55455 ; JH6050:53947-55455(+); OK
JH605023:c(20212-21717) ; JH6050:20212-21738(-); error - start (21717/21738)
JH605023:592534-594039 ; JH6050:592534-594039(+); OK
JH605025:c(249336-250841) ; ND ; ND
JH605026:285519-287021 ; JH6050:285519-287021(+); OK
JH605026:c(141259-142758) ; ND ; ND
JH605026:c(246184-247680) ; ND ; ND
JH605024:580604-582097 ; JH6050:580598-582097(+); error - start (580604/580598)
JH605024:c(600273-601766) ; ND ; ND
JH605028:c(164855-166348) ; ND ; ND
JH605023:443153-444643 ; JH6050:443162-444643(+); error - start (443153/443162)
JH605023:523462-524952 ; ND ; ND
JH605026:c(15652-17142) ; JH6050:15652-17079(-); error - start (17142/17079)
JH605024:617543-619030 ; ND ; ND
JH605027:152678-154165 ; ND ; ND
JH605024:178696-180180 ; JH6050:178696-180180(+); OK
JH605025:172329-173810 ; JH6050:172329-173810(+); OK
JH605025:c(482996-484477) ; JH6050:482996-484435(-); error - start (484477/484435)
JH605026:515271-516752 ; ND ; ND
JH605024:c(111113-112588) ; JH6050:111113-112588(-); OK
JH605024:c(372199-373674) ; JH6050:372199-373674(-); OK
JH605026:355000-356475 ; JH6050:355000-356475(+); OK
JH605046:28-1500 ; ND ; ND
JH605023:168410-169882 ; ND ; ND
JH605023:801646-803118 ; JH6050:801646-803118(+); OK
JH605025:c(476437-477906) ; JH6050:476437-477906(-); OK
JH605027:c(384850-386319) ; ND ; ND
JH605028:c(225774-227243) ; JH6050:225774-227243(-); OK
JH605029:76003-77469 ; ND ; ND
JH605026:c(310344-311807) ; JH6050:310344-311807(-); OK
JH605027:94488-95951 ; JH6050:94560-95951(+); error - start (94488/94560)
JH605023:129282-130742 ; JH6050:129282-130742(+); OK
JH605028:c(55846-57306) ; JH6050:55846-57306(-); OK
JH605023:c(310476-311933) ; JH6050:310476-311420(-); error - start (311933/311420)
JH605023:c(873002-874459) ; JH6050:873002-874459(-); OK
JH605024:441032-442489 ; JH6050:441032-442489(+); OK
JH605027:346384-347838 ; ND ; ND
JH605024:c(237608-239059) ; JH6050:237608-239059(-); OK
JH605024:480001-481452 ; ND ; ND
JH605024:c(668256-669704) ; ND ; ND
JH605026:62607-64055 ; JH6050:62607-64055(+); OK
JH605027:190433-191881 ; ND ; ND
JH605024:c(222533-223978) ; JH6050:222533-224002(-); error - start (223978/224002)
JH605024:c(230594-232036) ; JH6050:230594-232036(-); OK
JH605025:c(276575-278017) ; ND ; ND
JH605028:c(240195-241637) ; JH6050:240195-241637(-); OK
JH605024:c(243101-244540) ; JH6050:243101-244348(-); error - start (244540/244348)
JH605023:705714-707150 ; ND ; ND
JH605025:c(577795-579228) ; JH6050:577795-579228(-); OK
JH605026:112828-114261 ; ND ; ND
JH605030:c(138536-139969) ; JH6050:138536-139969(-); OK
JH605023:131111-132541 ; JH6050:131111-132541(+); OK
JH605024:24537-25967 ; JH6050:24537-25967(+); OK
JH605024:c(42933-44363) ; JH6050:42933-44306(-); error - start (44363/44306)
JH605024:c(486685-488115) ; JH6050:486685-488115(-); OK
JH605024:c(687198-688628) ; ND ; ND
JH605025:c(95963-97393) ; ND ; ND
JH605024:57449-58876 ; JH6050:57449-58876(+); OK
JH605027:310898-312325 ; JH6050:310898-312325(+); OK
JH605023:412117-413541 ; JH6050:412141-413541(+); error - start (412117/412141)
JH605025:272129-273553 ; ND ; ND
JH605028:221253-222677 ; JH6050:221253-222677(+); OK
JH605025:c(332792-334213) ; JH6050:332881-334213(-); error - end (332792/332881)
JH605025:371820-373238 ; ND ; ND
JH605028:302383-303801 ; JH6050:302383-303801(+); OK
JH605023:867287-868702 ; JH6050:867287-868702(+); OK
JH605025:c(362392-363807) ; ND ; ND
JH605025:c(377984-379399) ; ND ; ND
JH605027:c(359926-361341) ; ND ; ND
JH605028:307912-309327 ; JH6050:307912-309327(+); OK
JH605024:69269-70681 ; JH6050:69269-70681(+); OK
JH605023:c(14245-15654) ; ND ; ND
JH605024:239527-240936 ; JH6050:239527-240936(+); OK
JH605024:284691-286097 ; JH6050:284691-286097(+); OK
JH605028:183079-184485 ; ND ; ND
JH605025:247624-249027 ; ND ; ND
JH605023:c(225423-226820) ; JH6050:225423-226820(-); OK
JH605025:c(73766-75163) ; JH6050:73766-75163(-); OK
JH605025:76591-77988 ; JH6050:76591-77988(+); OK
JH605026:169970-171367 ; JH6050:169970-171367(+); OK
JH605026:277486-278883 ; JH6050:277195-278883(+); error - start (277486/277195)
JH605026:356542-357939 ; JH6050:356542-357939(+); OK
JH605023:c(159058-160452) ; JH6050:159058-160452(-); OK
JH605023:c(245229-246623) ; JH6050:245229-246623(-); OK
JH605026:c(426254-428705) ; JH6050:426254-428698(-); error - start (428705/428698)
JH605027:338177-339571 ; ND ; ND
JH605028:176607-178001 ; ND ; ND
JH605029:145905-148526 ; JH6050:145905-148526(+); OK
JH605030:c(128814-130208) ; JH6050:128814-130208(-); OK
JH605027:218716-220107 ; ND ; ND
JH605028:194722-196113 ; JH6050:194851-196113(+); error - start (194722/194851)
JH605030:c(148182-149573) ; JH6050:148182-149573(-); OK
JH605023:719425-720810 ; JH6050:719410-720810(+); error - start (719425/719410)
JH605023:c(727383-728768) ; JH6050:727383-728768(-); OK
JH605024:62139-63524 ; JH6050:62139-63524(+); OK
JH605024:c(102112-103497) ; JH6050:102112-103497(-); OK
JH605026:17770-19155 ; JH6050:17770-19155(+); OK
JH605026:389287-390672 ; JH6050:389287-390672(+); OK
JH605027:c(245395-246777) ; JH6050:245395-246777(-); OK
JH605030:60563-61945 ; JH6050:60563-61945(+); OK
JH605032:12129-13511 ; JH6050:12063-13511(+); error - start (12129/12063)
JH605025:210275-211654 ; JH6050:210275-211654(+); OK
JH605023:c(519437-520813) ; ND ; ND
JH605025:c(53995-55371) ; JH6050:53995-55371(-); OK
JH605027:223963-225339 ; ND ; ND
JH605023:c(87156-88529) ; JH6050:87156-88529(-); OK
JH605023:520977-522350 ; ND ; ND
JH605024:322166-323539 ; JH6050:322166-323539(+); OK
JH605026:c(73118-74491) ; JH6050:73118-74491(-); OK
JH605030:c(6814-8187) ; JH6050:6814-8187(-); OK
JH605025:c(71075-72445) ; JH6050:71075-72460(-); error - start (72445/72460)
JH605027:c(133843-135213) ; ND ; ND
JH605025:232944-239139 ; ND ; ND
JH605025:373571-374938 ; ND ; ND
JH605023:c(66519-67883) ; ND ; ND
JH605024:469431-470795 ; JH6050:469431-470795(+); OK
JH605025:301962-303326 ; ND ; ND
JH605023:405419-406777 ; JH6050:405419-406777(+); OK
JH605024:115490-116848 ; JH6050:115490-116848(+); OK
JH605025:400284-401642 ; ND ; ND
JH605026:c(1037-2392) ; ND ; ND
JH605025:c(336806-338155) ; ND ; ND
JH605029:157920-159269 ; JH6050:158019-159269(+); error - start (157920/158019)
JH605023:c(274488-275834) ; JH6050:274488-275834(-); OK
JH605028:c(122923-124269) ; JH6050:122923-124269(-); OK
JH605028:c(149616-150962) ; ND ; ND
JH605024:c(305180-306523) ; JH6050:305180-306523(-); OK
JH605024:c(354762-356105) ; JH6050:354762-356105(-); OK
JH605024:c(598768-600111) ; ND ; ND
JH605027:142044-143387 ; ND ; ND
JH605027:c(233641-234984) ; ND ; ND
JH605028:109797-111140 ; JH6050:109797-111140(+); OK
JH605023:578322-579662 ; JH6050:578322-579662(+); OK
JH605025:c(630439-631779) ; ND ; ND
JH605023:231232-232569 ; JH6050:231232-232569(+); OK
JH605024:418482-419819 ; JH6050:418482-419819(+); OK
JH605024:515087-516424 ; JH6050:515087-516424(+); OK
JH605024:c(536975-538312) ; JH6050:536975-538312(-); OK
JH605025:375046-376383 ; ND ; ND
JH605027:c(45151-46488) ; JH6050:45151-46488(-); OK
JH605023:c(113416-114750) ; JH6050:113416-114750(-); OK
JH605025:c(187178-188512) ; JH6050:187178-188512(-); OK
JH605024:67072-68403 ; JH6050:67072-68403(+); OK
JH605024:280032-281363 ; JH6050:279912-281363(+); error - start (280032/279912)
JH605025:303412-304743 ; JH6050:303208-304743(+); error - start (303412/303208)
JH605026:c(156035-157366) ; JH6050:156035-157366(-); OK
JH605027:c(196860-198191) ; ND ; ND
JH605023:498973-500298 ; ND ; ND
JH605025:c(41811-43136) ; JH6050:41811-43148(-); error - start (43136/43148)
JH605025:c(376507-377832) ; ND ; ND
JH605024:172516-173838 ; JH6050:172516-173838(+); OK
JH605028:c(313613-314935) ; JH6050:313613-314935(-); OK
JH605024:496556-497875 ; ND ; ND
JH605025:c(135805-137124) ; JH6050:135805-137124(-); OK
JH605025:c(317639-318958) ; JH6050:317639-318958(-); OK
JH605027:126027-127346 ; JH6050:126027-127346(+); OK
JH605027:c(333692-335011) ; ND ; ND
JH605023:84050-85366 ; JH6050:84206-85366(+); error - start (84050/84206)
JH605023:862642-863958 ; JH6050:862642-863958(+); OK
JH605024:c(634156-635472) ; ND ; ND
JH605026:328834-330150 ; JH6050:328834-330150(+); OK
JH605024:632688-633998 ; ND ; ND
JH605027:216294-217604 ; ND ; ND
JH605031:64534-65844 ; JH6050:64534-65809(+); error - end (65844/65809)
JH605025:535934-537241 ; ND ; ND
JH605023:c(196115-197419) ; JH6050:196115-197419(-); OK
JH605024:362323-363627 ; JH6050:362323-363627(+); OK
JH605026:180985-182289 ; JH6050:180985-182289(+); OK
JH605027:150921-152225 ; ND ; ND
JH605027:c(305331-306635) ; JH6050:305331-306635(-); OK
JH605027:c(325147-326451) ; JH6050:325147-326451(-); OK
JH605047:1-1305 ; ND ; ND
JH605024:c(32269-33570) ; JH6050:32269-33570(-); OK
JH605026:459980-461281 ; JH6050:459980-461281(+); OK
JH605028:49204-50505 ; JH6050:49204-50505(+); OK
JH605031:c(60097-61398) ; JH6050:60097-61398(-); OK
JH605028:206222-207520 ; ND ; ND
JH605033:c(1798-3096) ; ND ; ND
JH605028:c(238872-240164) ; JH6050:238872-240164(-); OK
JH605030:c(82681-83973) ; JH6050:82681-83973(-); OK
JH605023:c(224119-225408) ; JH6050:224119-225408(-); OK
JH605023:286965-288254 ; JH6050:286986-288254(+); error - start (286965/286986)
JH605023:c(816200-817489) ; JH6050:816200-817489(-); OK
JH605025:68842-70131 ; JH6050:68842-70131(+); OK
JH605025:456088-457377 ; JH6050:456088-457377(+); OK
JH605026:441207-442496 ; JH6050:441207-442496(+); OK
JH605028:309887-311176 ; JH6050:309887-311176(+); OK
JH605030:9683-10972 ; JH6050:9683-10972(+); OK
JH605031:c(61437-62726) ; JH6050:61437-62726(-); OK
JH605025:579303-580589 ; JH6050:579303-580589(+); OK
JH605025:585476-586762 ; JH6050:585476-586762(+); OK
JH605026:c(61300-62586) ; JH6050:61300-62577(-); error - start (62586/62577)
JH605023:c(410662-411945) ; JH6050:410662-411945(-); OK
JH605025:25075-26358 ; JH6050:25048-26358(+); error - start (25075/25048)
JH605027:c(114106-115389) ; JH6050:114106-115389(-); OK
JH605028:317726-319009 ; JH6050:317726-319009(+); OK
JH605023:c(422644-423924) ; JH6050:422644-423924(-); OK
JH605023:450719-451999 ; JH6050:450719-451999(+); OK
JH605025:634553-635833 ; ND ; ND
JH605027:136308-137588 ; ND ; ND
JH605023:c(435008-436285) ; JH6050:435008-436306(-); error - start (436285/436306)
JH605029:c(47265-48542) ; JH6050:47265-48605(-); error - start (48542/48605)
JH605031:c(24277-25554) ; ND ; ND
JH605023:c(16709-17983) ; JH6050:16709-17983(-); OK
JH605024:323937-325211 ; JH6050:323937-325211(+); OK
JH605026:453932-455206 ; JH6050:453932-455206(+); OK
JH605024:595212-596483 ; JH6050:595479-596190(+); error (595212/595479)(596483/596190)
JH605025:340401-341672 ; JH6050:340401-341672(+); OK
JH605028:113171-114442 ; JH6050:113171-114442(+); OK
JH605030:c(30093-31364) ; JH6050:30093-31364(-); OK
JH605023:c(214605-215873) ; JH6050:214605-215873(-); OK
JH605024:616263-617531 ; ND ; ND
JH605027:c(73745-75013) ; JH6050:73745-75013(-); OK
JH605024:c(665261-666523) ; ND ; ND
JH605025:198665-199927 ; JH6050:198560-199927(+); error - start (198665/198560)
JH605027:69019-70281 ; JH6050:69019-70281(+); OK
JH605027:195039-196298 ; ND ; ND
JH605024:94068-95324 ; JH6050:94068-95324(+); OK
JH605025:c(291353-292609) ; JH6050:291353-292609(-); OK
JH605023:49789-51042 ; JH6050:49789-51042(+); OK
JH605025:c(627347-628600) ; ND ; ND
JH605027:c(149586-150839) ; ND ; ND
JH605029:55503-56756 ; JH6050:55503-56756(+); OK
JH605024:509284-510534 ; JH6050:509284-510523(+); error - end (510534/510523)
JH605027:132503-133753 ; ND ; ND
JH605023:c(107611-108858) ; JH6050:107611-108858(-); OK
JH605023:472530-473777 ; JH6050:473250-473777(+); error - start (472530/473250)
JH605025:c(81007-82254) ; JH6050:81007-82254(-); OK
JH605024:555679-556923 ; JH6050:555679-556923(+); OK
JH605028:179605-180849 ; ND ; ND
JH605036:2741-3985 ; JH6050:2669-3985(+); error - start (2741/2669)
JH605023:326123-327364 ; JH6050:326123-327364(+); OK
JH605023:415053-416294 ; JH6050:415053-416294(+); OK
JH605027:c(115954-117195) ; JH6050:115954-117195(-); OK
JH605023:c(378450-379688) ; JH6050:378450-379646(-); error - start (379688/379646)
JH605026:447739-448977 ; JH6050:447739-448977(+); OK
JH605030:c(75397-76635) ; JH6050:75397-76635(-); OK
JH605023:41468-42703 ; JH6050:41984-42703(+); error - start (41468/41984)
JH605023:295354-296589 ; JH6050:295354-296589(+); OK
JH605023:c(540265-541500) ; ND ; ND
JH605023:c(820062-821297) ; JH6050:820062-821297(-); OK
JH605024:360726-361961 ; JH6050:360726-361961(+); OK
JH605029:c(64282-65517) ; JH6050:64282-65517(-); OK
JH605023:c(828825-830057) ; JH6050:828825-830057(-); OK
JH605025:287026-288258 ; ND ; ND
JH605025:607951-609183 ; JH6050:607951-609183(+); OK
JH605026:506796-508028 ; ND ; ND
JH605027:c(231533-232765) ; ND ; ND
JH605024:c(269275-270504) ; JH6050:269275-270504(-); OK
JH605024:c(289735-290964) ; JH6050:289735-290964(-); OK
JH605025:c(217757-218986) ; JH6050:217757-218821(-); error - start (218986/218821)
JH605026:259648-260877 ; JH6050:259648-260877(+); OK
JH605029:147297-148526 ; ND ; ND
JH605026:26608-27834 ; JH6050:26455-27834(+); error - start (26608/26455)
JH605026:235010-236236 ; ND ; ND
JH605024:97107-98330 ; JH6050:97107-98330(+); OK
JH605025:504425-505648 ; JH6050:504425-505648(+); OK
JH605027:c(71679-72902) ; JH6050:71679-72893(-); error - start (72902/72893)
JH605023:c(709050-710270) ; JH6050:709050-710270(-); OK
JH605024:c(698315-699535) ; ND ; ND
JH605025:c(299433-300653) ; JH6050:299433-300653(-); OK
JH605025:c(389131-390351) ; ND ; ND
JH605023:269019-270236 ; JH6050:269019-270236(+); OK
JH605023:669735-670952 ; JH6050:669684-670952(+); error - start (669735/669684)
JH605024:c(520666-521883) ; JH6050:520666-521883(-); OK
JH605026:240278-241495 ; ND ; ND
JH605023:c(713712-714926) ; JH6050:713712-714926(-); OK
JH605024:205869-207083 ; JH6050:205869-207083(+); OK
JH605024:c(683480-684694) ; ND ; ND
JH605024:699944-701158 ; ND ; ND
JH605031:c(27651-28865) ; JH6050:27651-28865(-); OK
JH605033:14397-15611 ; JH6050:14370-15611(+); error - start (14397/14370)
JH605024:64354-65565 ; JH6050:64354-65565(+); OK
JH605024:c(398051-399262) ; JH6050:398051-399262(-); OK
JH605025:c(527786-528994) ; ND ; ND
JH605027:c(102718-103926) ; JH6050:102718-103926(-); OK
JH605023:185708-186913 ; JH6050:185708-186913(+); OK
JH605024:200053-201255 ; JH6050:200140-201255(+); error - start (200053/200140)
JH605024:c(547438-548640) ; JH6050:547438-548640(-); OK
JH605026:c(144152-145351) ; ND ; ND
JH605027:c(173010-174209) ; ND ; ND
JH605024:241235-242431 ; JH6050:241235-242431(+); OK
JH605026:122880-124076 ; ND ; ND
JH605027:272413-273609 ; JH6050:272413-273609(+); OK
JH605023:154641-155834 ; JH6050:154641-155834(+); OK
JH605023:838199-839392 ; JH6050:838199-839392(+); OK
JH605024:c(610577-611770) ; ND ; ND
JH605025:415353-416546 ; ND ; ND
JH605026:442637-443830 ; JH6050:442637-443830(+); OK
JH605024:475668-476858 ; JH6050:475668-476858(+); OK
JH605026:324987-326177 ; JH6050:324987-326177(+); OK
JH605026:391062-392252 ; JH6050:391062-392252(+); OK
JH605023:937621-938808 ; JH6050:937621-938808(+); OK
JH605026:446467-447654 ; JH6050:446467-447654(+); OK
JH605027:c(336680-337867) ; ND ; ND
JH605024:c(554460-555644) ; JH6050:554460-555644(-); OK
JH605025:338784-339968 ; JH6050:338784-339968(+); OK
JH605027:c(201913-203097) ; ND ; ND
JH605027:c(247514-248698) ; JH6050:247514-248698(-); OK
JH605025:126045-127226 ; ND ; ND
JH605025:c(412680-413861) ; ND ; ND
JH605025:c(463983-465164) ; JH6050:464072-465164(-); error - end (463983/464072)
JH605026:94497-95678 ; JH6050:94497-95678(+); OK
JH605026:264912-266093 ; JH6050:264912-266093(+); OK
JH605027:c(317498-318679) ; JH6050:317498-318679(-); OK
JH605030:c(107015-108196) ; ND ; ND
JH605023:c(316337-317515) ; JH6050:316337-317515(-); OK
JH605023:c(33563-34738) ; ND ; ND
JH605029:c(140015-141190) ; JH6050:140015-141004(-); error - start (141190/141004)
JH605023:830150-831322 ; JH6050:830150-831322(+); OK
JH605025:379942-381114 ; ND ; ND
JH605026:c(399363-400535) ; JH6050:399363-400535(-); OK
JH605023:823356-824525 ; JH6050:823356-824525(+); OK
JH605024:406303-407472 ; JH6050:406303-407472(+); OK
JH605025:c(486335-487504) ; JH6050:486335-487504(-); OK
JH605031:1702-2871 ; ND ; ND
JH605023:663598-664764 ; JH6050:663598-664764(+); OK
JH605023:876854-878020 ; JH6050:876854-878020(+); OK
JH605023:c(317981-319144) ; JH6050:317981-319144(-); OK
JH605024:264847-266010 ; JH6050:264847-266010(+); OK
JH605027:301350-302513 ; JH6050:301350-302513(+); OK
JH605028:c(62422-63585) ; JH6050:62422-63624(-); error - start (63585/63624)
JH605025:341953-343113 ; JH6050:341953-343113(+); OK
JH605028:c(163428-164588) ; ND ; ND
JH605024:107034-108191 ; JH6050:107034-108191(+); OK
JH605024:303250-304407 ; JH6050:303250-304407(+); OK
JH605026:176185-177342 ; JH6050:176185-177342(+); OK
JH605028:c(256017-257174) ; JH6050:256017-257174(-); OK
